egoid,sender,wave,alter1_pos,alter2_pos,alter1_id,alter2_id,alter1_egoid,alter2_egoid,perceived_tie
41393,5743671879,2,4,5,6307294912,6143389621,NA,NA,1
41393,5743671879,2,4,8,6307294912,6094629733,NA,NA,1
41393,5743671879,2,5,7,6143389621,5744854290,NA,NA,1
41393,5743671879,2,5,8,6143389621,6094629733,NA,NA,1
41393,5743671879,2,9,10,3176074796,3175174972,NA,NA,1
41393,5743671879,2,9,11,3176074796,3176031034,NA,NA,1
41393,5743671879,2,9,12,3176074796,3175172144,NA,NA,1
41393,5743671879,2,9,13,3176074796,3176975576,NA,NA,1
41393,5743671879,2,9,14,3176074796,3173315450,NA,NA,1
41393,5743671879,2,9,15,3176074796,3173318108,NA,NA,1
41393,5743671879,2,9,16,3176074796,3174731391,NA,NA,1
41393,5743671879,2,10,13,3175174972,3176975576,NA,NA,1
41393,5743671879,2,10,14,3175174972,3173315450,NA,NA,1
41393,5743671879,2,10,15,3175174972,3173318108,NA,NA,1
41393,5743671879,2,10,16,3175174972,3174731391,NA,NA,1
41393,5743671879,2,11,12,3176031034,3175172144,NA,NA,1
41393,5743671879,2,11,13,3176031034,3176975576,NA,NA,1
41393,5743671879,2,12,13,3175172144,3176975576,NA,NA,1
41393,5743671879,2,12,14,3175172144,3173315450,NA,NA,1
41393,5743671879,2,13,14,3176975576,3173315450,NA,NA,1
41393,5743671879,2,13,15,3176975576,3173318108,NA,NA,1
41393,5743671879,2,13,16,3176975576,3174731391,NA,NA,1
41393,5743671879,2,14,15,3173315450,3173318108,NA,NA,1
41393,5743671879,2,14,16,3173315450,3174731391,NA,NA,1
41393,5743671879,2,15,16,3173318108,3174731391,NA,NA,1
44520,5743671746,2,1,2,7208918074,6784773789,NA,NA,1
44520,5743671746,2,1,5,7208918074,5743237616,NA,NA,1
44520,5743671746,2,1,6,7208918074,7028829581,NA,NA,1
44520,5743671746,2,1,7,7208918074,7208918073,NA,NA,1
44520,5743671746,2,1,9,7208918074,3188162892,NA,NA,1
44520,5743671746,2,1,10,7208918074,3032577638,NA,NA,1
44520,5743671746,2,1,11,7208918074,6099232159,NA,NA,1
44520,5743671746,2,1,12,7208918074,9258908485,NA,NA,1
44520,5743671746,2,2,3,6784773789,2245485666,NA,NA,1
44520,5743671746,2,2,4,6784773789,5168301095,NA,NA,1
44520,5743671746,2,2,5,6784773789,5743237616,NA,NA,1
44520,5743671746,2,2,6,6784773789,7028829581,NA,NA,1
44520,5743671746,2,3,4,2245485666,5168301095,NA,NA,1
44520,5743671746,2,3,5,2245485666,5743237616,NA,NA,1
44520,5743671746,2,4,5,5168301095,5743237616,NA,NA,1
44520,5743671746,2,5,6,5743237616,7028829581,NA,NA,1
44520,5743671746,2,5,8,5743237616,3472233600,NA,NA,1
44520,5743671746,2,7,9,7208918073,3188162892,NA,NA,1
44520,5743671746,2,9,10,3188162892,3032577638,NA,NA,1
44520,5743671746,2,9,12,3188162892,9258908485,NA,NA,1
44520,5743671746,2,10,12,3032577638,9258908485,NA,NA,1
44947,5743671526,2,1,2,6145062618,6142068482,NA,NA,1
44947,5743671526,2,1,3,6145062618,6145192804,NA,NA,1
44947,5743671526,2,2,3,6142068482,6145192804,NA,NA,1
44947,5743671526,2,2,6,6142068482,7249613376,NA,NA,1
44947,5743671526,2,2,7,6142068482,6148323945,NA,NA,1
44947,5743671526,2,3,6,6145192804,7249613376,NA,NA,1
44947,5743671526,2,3,7,6145192804,6148323945,NA,NA,1
44947,5743671526,2,4,5,6317671781,2248482617,NA,NA,1
44947,5743671526,2,4,6,6317671781,7249613376,NA,NA,1
44947,5743671526,2,4,7,6317671781,6148323945,NA,NA,1
44947,5743671526,2,5,6,2248482617,7249613376,NA,NA,1
44947,5743671526,2,5,7,2248482617,6148323945,NA,NA,1
44947,5743671526,2,6,7,7249613376,6148323945,NA,NA,1
45000,5745407531,2,1,2,5745407537,3154275216,22745,NA,1
45000,5745407531,2,1,3,5745407537,6102837614,22745,NA,1
45000,5745407531,2,1,4,5745407537,6107421256,22745,NA,1
45000,5745407531,2,1,5,5745407537,6102831260,22745,NA,1
45000,5745407531,2,2,3,3154275216,6102837614,NA,NA,1
45000,5745407531,2,2,4,3154275216,6107421256,NA,NA,1
45000,5745407531,2,2,5,3154275216,6102831260,NA,NA,1
45000,5745407531,2,3,4,6102837614,6107421256,NA,NA,1
45000,5745407531,2,3,5,6102837614,6102831260,NA,NA,1
45000,5745407531,2,4,5,6107421256,6102831260,NA,NA,1
45292,5745403616,2,1,2,8163050727,8162133810,NA,NA,1
45292,5745403616,2,1,3,8163050727,8163094099,NA,NA,1
45292,5745403616,2,1,4,8163050727,8603958753,NA,NA,1
45292,5745403616,2,1,5,8163050727,5133079608,NA,NA,1
45292,5745403616,2,1,6,8163050727,5745407135,NA,64772,1
45292,5745403616,2,1,7,8163050727,8165721972,NA,NA,1
45292,5745403616,2,1,8,8163050727,8162602557,NA,NA,1
45292,5745403616,2,1,9,8163050727,9139528366,NA,NA,1
45292,5745403616,2,1,10,8163050727,8477087076,NA,NA,1
45292,5745403616,2,2,3,8162133810,8163094099,NA,NA,1
45292,5745403616,2,2,4,8162133810,8603958753,NA,NA,1
45292,5745403616,2,2,5,8162133810,5133079608,NA,NA,1
45292,5745403616,2,2,6,8162133810,5745407135,NA,64772,1
45292,5745403616,2,2,7,8162133810,8165721972,NA,NA,1
45292,5745403616,2,2,8,8162133810,8162602557,NA,NA,1
45292,5745403616,2,2,9,8162133810,9139528366,NA,NA,1
45292,5745403616,2,2,10,8162133810,8477087076,NA,NA,1
45292,5745403616,2,3,4,8163094099,8603958753,NA,NA,1
45292,5745403616,2,3,5,8163094099,5133079608,NA,NA,1
45292,5745403616,2,3,6,8163094099,5745407135,NA,64772,1
45292,5745403616,2,3,7,8163094099,8165721972,NA,NA,1
45292,5745403616,2,3,8,8163094099,8162602557,NA,NA,1
45292,5745403616,2,3,9,8163094099,9139528366,NA,NA,1
45292,5745403616,2,3,10,8163094099,8477087076,NA,NA,1
45292,5745403616,2,4,5,8603958753,5133079608,NA,NA,1
45292,5745403616,2,4,6,8603958753,5745407135,NA,64772,1
45292,5745403616,2,4,7,8603958753,8165721972,NA,NA,1
45292,5745403616,2,4,8,8603958753,8162602557,NA,NA,1
45292,5745403616,2,4,9,8603958753,9139528366,NA,NA,1
45292,5745403616,2,4,10,8603958753,8477087076,NA,NA,1
45292,5745403616,2,5,6,5133079608,5745407135,NA,64772,1
45292,5745403616,2,5,7,5133079608,8165721972,NA,NA,1
45292,5745403616,2,5,8,5133079608,8162602557,NA,NA,1
45292,5745403616,2,5,9,5133079608,9139528366,NA,NA,1
45292,5745403616,2,5,10,5133079608,8477087076,NA,NA,1
45292,5745403616,2,6,8,5745407135,8162602557,64772,NA,1
45292,5745403616,2,6,9,5745407135,9139528366,64772,NA,1
45292,5745403616,2,6,10,5745407135,8477087076,64772,NA,1
45292,5745403616,2,7,8,8165721972,8162602557,NA,NA,1
45292,5745403616,2,7,9,8165721972,9139528366,NA,NA,1
45292,5745403616,2,8,9,8162602557,9139528366,NA,NA,1
45292,5745403616,2,8,10,8162602557,8477087076,NA,NA,1
45292,5745403616,2,9,10,9139528366,8477087076,NA,NA,1
45945,5745406998,2,1,2,8603193530,9784309233,NA,NA,1
45945,5745406998,2,1,12,8603193530,8603345435,NA,NA,1
45945,5745406998,2,2,12,9784309233,8603345435,NA,NA,1
45945,5745406998,2,3,4,5743671825,5743671704,86237,72746,1
45945,5745406998,2,3,5,5743671825,3172130194,86237,NA,1
45945,5745406998,2,3,6,5743671825,8477309294,86237,NA,1
45945,5745406998,2,3,7,5743671825,5745403615,86237,71782,1
45945,5745406998,2,3,8,5743671825,2244365475,86237,NA,1
45945,5745406998,2,3,9,5743671825,NA,86237,NA,1
45945,5745406998,2,3,10,5743671825,5743671966,86237,19844,1
45945,5745406998,2,3,12,5743671825,8603345435,86237,NA,1
