egoid,alter_id,is_study_peer,study_week,stata_week,flow_in,flow_out,total_flow,is_saved_in_contacts
48429,231897,0,1,2685,1,0,1,0
48429,239827,0,1,2685,1,0,1,0
48429,271392,0,1,2685,70,56,126,0
48429,299652,0,1,2685,2,1,3,0
48429,304894,0,1,2685,3,3,6,0
48429,318949,0,1,2685,7,5,12,0
48429,348783,0,1,2685,1,1,2,0
48429,376662,0,1,2685,2,2,4,0
48429,385642,0,1,2685,0,1,1,0
48429,388837,0,1,2685,1,1,2,0
48429,409605,0,1,2685,0,10,10,0
48429,411849,0,1,2685,2,0,2,0
48429,440240,0,1,2685,1,0,1,0
48429,448445,0,1,2685,0,1,1,0
48429,465523,0,1,2685,3,1,4,0
48429,470273,0,1,2685,1,1,2,0
48429,470638,0,1,2685,4,12,16,0
48429,495491,0,1,2685,2,2,4,0
48429,538251,0,1,2685,1,2,3,0
48429,543222,0,1,2685,39,52,91,0
48429,563532,0,1,2685,1,0,1,0
48429,629822,0,1,2685,1,0,1,0
48429,633489,0,1,2685,2,2,4,0
48429,638220,0,1,2685,0,1,1,0
48429,686458,0,1,2685,1,0,1,0
48429,701626,0,1,2685,5,4,9,0
48429,704877,0,1,2685,5,5,10,0
48429,729164,0,1,2685,14,14,28,0
48429,737105,0,1,2685,4,3,7,0
48429,738431,0,1,2685,1,0,1,0
48429,739955,0,1,2685,1,0,1,0
48429,741974,0,1,2685,0,2,2,0
48429,771084,0,1,2685,1,0,1,0
48429,778477,0,1,2685,1,1,2,0
48429,811218,0,1,2685,4,3,7,0
48429,822635,0,1,2685,2,4,6,0
48429,834547,0,1,2685,1,0,1,0
48429,838880,0,1,2685,1,0,1,0
48429,882111,0,1,2685,4,4,8,0
48990,11692,1,1,2685,24,27,51,1
48990,114547,0,1,2685,3,3,6,0
48990,144012,0,1,2685,204,209,413,0
48990,152725,0,1,2685,20,19,39,0
48990,158898,0,1,2685,2,2,4,0
48990,173912,0,1,2685,7,7,14,0
48990,186175,0,1,2685,15,15,30,0
48990,302663,0,1,2685,0,2,2,0
48990,644523,0,1,2685,2,1,3,0
48990,849457,0,1,2685,1,4,5,0
49294,209,0,1,2685,1,0,1,0
49294,312,0,1,2685,0,9,9,0
49294,427,0,1,2685,7,18,25,0
49294,102423,0,1,2685,7,6,13,0
49294,133827,0,1,2685,5,3,8,0
49294,139631,0,1,2685,318,296,614,0
49294,152049,0,1,2685,15,5,20,0
49294,158163,0,1,2685,8,1,9,0
49294,186807,0,1,2685,3,2,5,0
49294,199989,0,1,2685,5,9,14,0
49294,351159,0,1,2685,0,8,8,0
49597,312,0,1,2685,0,7,7,0
49597,88133,1,1,2685,3,2,5,1
49597,110203,0,1,2685,34,24,58,0
49597,151751,0,1,2685,4,7,11,0
49597,183998,0,1,2685,0,1,1,0
49597,197147,0,1,2685,7,23,30,0
49597,198412,0,1,2685,0,1,1,0
49597,204115,0,1,2685,0,1,1,0
49597,692952,0,1,2685,0,4,4,0
50181,312,0,1,2685,0,9,9,0
50181,408,0,1,2685,1,0,1,0
50181,427,0,1,2685,1,3,4,0
50181,1232,0,1,2685,1,0,1,0
50181,1332,0,1,2685,0,2,2,0
50181,1476,0,1,2685,0,1,1,0
50181,1689,0,1,2685,0,1,1,0
50181,1920,0,1,2685,1,0,1,0
50181,118098,0,1,2685,8,7,15,0
50181,138497,0,1,2685,2,0,2,0
50181,164779,0,1,2685,2,0,2,0
50181,167148,0,1,2685,14,12,26,0
50181,168964,0,1,2685,3,3,6,0
50181,180623,0,1,2685,8,6,14,0
50181,270732,0,1,2685,1,2,3,0
50181,274322,0,1,2685,0,1,1,0
50181,357069,0,1,2685,0,1,1,0
50181,463714,0,1,2685,1,0,1,0
50181,573760,0,1,2685,1,0,1,0
50181,732162,0,1,2685,3,3,6,0
50181,741937,0,1,2685,1,0,1,0
50181,877620,0,1,2685,0,8,8,0
50709,1009,0,1,2685,3,0,3,0
50709,1920,0,1,2685,1,0,1,0
50709,70889,1,1,2685,0,1,1,0
50709,104024,0,1,2685,7,4,11,0
50709,109924,0,1,2685,2,3,5,0
50709,113292,0,1,2685,9,7,16,0
50709,114325,0,1,2685,83,86,169,0
50709,133322,0,1,2685,22,25,47,0
50709,138413,0,1,2685,1,1,2,0
50709,163492,0,1,2685,53,53,106,0
50709,168883,0,1,2685,0,25,25,0
50709,169121,0,1,2685,3,1,4,0
50709,178197,0,1,2685,1,0,1,0
50709,179096,0,1,2685,2,3,5,0
50709,181708,0,1,2685,4,2,6,0
50709,192111,0,1,2685,1,0,1,0
50709,195957,0,1,2685,3,4,7,0
50709,209100,0,1,2685,0,1,1,0
50709,288670,0,1,2685,0,2,2,0
50709,339626,0,1,2685,3,3,6,0
50709,600056,0,1,2685,3,2,5,0
50709,639393,0,1,2685,1,0,1,0
50709,824256,0,1,2685,0,2,2,0
50869,312,0,1,2685,0,11,11,0
50869,408,0,1,2685,1,0,1,0
50869,410,0,1,2685,1,1,2,0
50869,427,0,1,2685,3,12,15,0
50869,1579,0,1,2685,2,0,2,0
50869,23642,1,1,2685,46,36,82,1
50869,115615,0,1,2685,8,7,15,0
50869,122914,0,1,2685,1,2,3,0
50869,124981,0,1,2685,0,4,4,0
50869,133786,0,1,2685,5,5,10,0
50869,142370,0,1,2685,0,1,1,0
50869,158778,0,1,2685,8,4,12,0
50869,162678,0,1,2685,1,2,3,0
50869,163359,0,1,2685,1,0,1,0
50869,165313,0,1,2685,4,3,7,0
50869,170878,0,1,2685,7,4,11,0
50869,171996,0,1,2685,2,4,6,0
50869,172373,0,1,2685,1,2,3,0
50869,174144,0,1,2685,1,1,2,0
50869,182219,0,1,2685,2,0,2,0
50869,184705,0,1,2685,2,1,3,0
50869,186301,0,1,2685,25,30,55,0
50869,193675,0,1,2685,6,8,14,0
50869,195010,0,1,2685,0,1,1,0
50869,198688,0,1,2685,2,4,6,0
50869,302663,0,1,2685,0,3,3,0
50869,455963,0,1,2685,6,7,13,0
50869,738025,0,1,2685,0,1,1,0
50869,754140,0,1,2685,4,4,8,0
50869,774524,0,1,2685,0,1,1,0
50869,795459,0,1,2685,1,2,3,0
50869,835232,0,1,2685,1,1,2,0
50947,1009,0,1,2685,3,0,3,0
50947,1920,0,1,2685,1,0,1,0
50947,22931,1,1,2685,0,1,1,1
50947,106648,0,1,2685,11,10,21,0
50947,107045,0,1,2685,9,12,21,0
50947,107463,0,1,2685,0,1,1,0
50947,108135,0,1,2685,5,4,9,0
50947,108275,0,1,2685,0,1,1,0
50947,108598,0,1,2685,1,0,1,0
50947,125198,0,1,2685,11,11,22,0
50947,134021,0,1,2685,4,9,13,0
50947,135450,0,1,2685,1,5,6,0
50947,138639,0,1,2685,0,1,1,0
50947,151566,0,1,2685,0,1,1,0
50947,151971,0,1,2685,12,21,33,0
50947,155170,0,1,2685,3,3,6,0
50947,163359,0,1,2685,5,7,12,0
50947,166442,0,1,2685,33,32,65,0
50947,168527,0,1,2685,23,24,47,0
50947,182360,0,1,2685,3,3,6,0
50947,187144,0,1,2685,24,24,48,0
50947,188460,0,1,2685,0,1,1,0
50947,198782,0,1,2685,0,2,2,0
50947,199065,0,1,2685,2,3,5,0
50947,199116,0,1,2685,10,14,24,0
50947,202031,0,1,2685,1,1,2,0
50947,215214,0,1,2685,7,8,15,0
50947,285032,0,1,2685,0,1,1,0
50947,287681,0,1,2685,0,1,1,0
50947,295105,0,1,2685,1,2,3,0
50947,304894,0,1,2685,15,27,42,0
50947,392892,0,1,2685,0,1,1,0
50947,401439,0,1,2685,1,1,2,0
50947,432520,0,1,2685,1,1,2,0
50947,439910,0,1,2685,0,1,1,0
50947,460323,0,1,2685,0,1,1,0
50947,473493,0,1,2685,0,2,2,0
50947,490013,0,1,2685,0,1,1,0
50947,519089,0,1,2685,0,1,1,0
50947,520473,0,1,2685,6,8,14,0
50947,525760,0,1,2685,2,2,4,0
50947,563019,0,1,2685,0,1,1,0
50947,661661,0,1,2685,6,8,14,0
50947,758793,0,1,2685,0,1,1,0
50947,810816,0,1,2685,1,1,2,0
51102,209,0,1,2685,1,0,1,0
51102,312,0,1,2685,0,5,5,0
51102,403,0,1,2685,27,20,47,0
51102,427,0,1,2685,3,6,9,0
51102,1579,0,1,2685,2,0,2,0
51102,1920,0,1,2685,1,0,1,0
51102,51102,1,1,2685,1,1,2,1
51102,52067,1,1,2685,235,240,475,1
51102,52441,1,1,2685,38,56,94,1
51102,93944,1,1,2685,11,13,24,1
51102,101063,0,1,2685,17,21,38,0
51102,105548,0,1,2685,11,15,26,0
51102,108231,0,1,2685,74,86,160,0
51102,122623,0,1,2685,124,138,262,0
51102,125241,0,1,2685,39,37,76,0
51102,130848,0,1,2685,6,5,11,0
51102,136176,0,1,2685,26,28,54,0
51102,138625,0,1,2685,2,3,5,0
51102,139116,0,1,2685,12,5,17,0
51102,140102,0,1,2685,11,9,20,0
51102,144506,0,1,2685,26,39,65,0
51102,145978,0,1,2685,12,12,24,0
51102,147391,0,1,2685,3,4,7,0
51102,149051,0,1,2685,418,367,785,0
51102,151016,0,1,2685,13,22,35,0
51102,157152,0,1,2685,27,25,52,0
51102,157662,0,1,2685,3,3,6,0
51102,159210,0,1,2685,10,10,20,0
51102,164415,0,1,2685,36,37,73,0
51102,165773,0,1,2685,3,13,16,0
51102,176166,0,1,2685,15,20,35,0
51102,177684,0,1,2685,7,9,16,0
51102,177778,0,1,2685,241,264,505,0
51102,195419,0,1,2685,2,1,3,0
51102,195506,0,1,2685,3,3,6,0
51102,197979,0,1,2685,10,7,17,0
51102,199899,0,1,2685,32,38,70,0
51102,206480,0,1,2685,1,0,1,0
51102,221676,0,1,2685,11,15,26,0
51102,269745,0,1,2685,4,4,8,0
51102,275646,0,1,2685,1,0,1,0
51102,289746,0,1,2685,2,3,5,0
51102,298443,0,1,2685,8,7,15,0
51102,304320,0,1,2685,6,2,8,0
51102,320012,0,1,2685,1,0,1,0
51102,339654,0,1,2685,5,3,8,0
51102,370754,0,1,2685,85,55,140,0
51102,414253,0,1,2685,1,1,2,0
51102,423009,0,1,2685,6,6,12,0
51102,447442,0,1,2685,3,4,7,0
51102,480868,0,1,2685,1,4,5,0
51102,521494,0,1,2685,2,2,4,0
51102,551801,0,1,2685,4,5,9,0
51102,586929,0,1,2685,12,15,27,0
51102,602689,0,1,2685,1,0,1,0
51102,641975,0,1,2685,32,29,61,0
51102,660986,0,1,2685,43,40,83,0
51102,687100,0,1,2685,1,1,2,0
51102,692952,0,1,2685,0,2,2,0
51102,725586,0,1,2685,0,1,1,0
51102,748890,0,1,2685,8,9,17,0
51102,752509,0,1,2685,2,3,5,0
51102,762496,0,1,2685,1,1,2,0
51102,788697,0,1,2685,11,11,22,0
51102,788869,0,1,2685,1,0,1,0
51102,809894,0,1,2685,1,0,1,0
51102,857330,0,1,2685,1,0,1,0
51102,876347,0,1,2685,1,1,2,0
51102,899347,0,1,2685,16,17,33,0
51470,312,0,1,2685,0,1,1,0
51470,408,0,1,2685,1,0,1,0
51470,427,0,1,2685,2,2,4,0
51470,103469,0,1,2685,2,3,5,0
51470,104962,0,1,2685,6,3,9,0
51470,109136,0,1,2685,1,3,4,0
51470,110490,0,1,2685,9,10,19,0
51470,115522,0,1,2685,17,22,39,0
51470,130579,0,1,2685,2,1,3,0
51470,133159,0,1,2685,0,1,1,0
51470,135517,0,1,2685,0,1,1,0
51470,139019,0,1,2685,3,5,8,0
51470,141435,0,1,2685,79,77,156,0
51470,145503,0,1,2685,106,79,185,0
51470,173234,0,1,2685,0,5,5,0
51470,177684,0,1,2685,6,5,11,0
51470,187144,0,1,2685,9,6,15,0
51470,198496,0,1,2685,0,1,1,0
51470,274322,0,1,2685,0,1,1,0
51470,362215,0,1,2685,0,2,2,0
51470,423571,0,1,2685,10,13,23,0
51470,542932,0,1,2685,0,1,1,0
51470,575738,0,1,2685,3,3,6,0
51470,599984,0,1,2685,4,4,8,0
51470,645501,0,1,2685,1,1,2,0
51470,686873,0,1,2685,2,1,3,0
51470,814820,0,1,2685,15,20,35,0
51470,871151,0,1,2685,21,18,39,0
51597,408,0,1,2685,1,0,1,0
51597,25171,1,1,2685,0,1,1,0
51597,78638,1,1,2685,0,1,1,1
51597,102648,0,1,2685,1,0,1,0
51597,116999,0,1,2685,1,0,1,0
51597,143814,0,1,2685,0,1,1,0
51597,168110,0,1,2685,2,18,20,0
51597,171472,0,1,2685,0,2,2,0
51597,173178,0,1,2685,5,4,9,0
51597,179661,0,1,2685,4,4,8,0
51597,181492,0,1,2685,12,11,23,0
51597,302663,0,1,2685,0,3,3,0
51597,346763,0,1,2685,0,1,1,0
51597,350304,0,1,2685,1,0,1,0
51597,508958,0,1,2685,1,0,1,0
51597,738796,0,1,2685,0,1,1,0
51597,756433,0,1,2685,1,0,1,0
51597,835312,0,1,2685,9,6,15,0
51597,857342,0,1,2685,1,0,1,0
51675,312,0,1,2685,0,2,2,0
51675,408,0,1,2685,1,0,1,0
51675,427,0,1,2685,3,14,17,0
51675,1920,0,1,2685,1,0,1,0
51675,71700,1,1,2685,2,0,2,0
51675,124649,0,1,2685,1,1,2,0
51675,133623,0,1,2685,0,2,2,0
51675,147353,0,1,2685,0,3,3,0
51675,183502,0,1,2685,2,3,5,0
51675,185840,0,1,2685,165,212,377,0
51675,196546,0,1,2685,9,38,47,0
51675,528130,0,1,2685,0,1,1,0
51722,312,0,1,2685,0,6,6,0
51722,427,0,1,2685,5,12,17,0
51722,1579,0,1,2685,2,0,2,0
51722,1920,0,1,2685,1,0,1,0
51722,104383,0,1,2685,14,13,27,0
51722,127279,0,1,2685,0,2,2,0
51722,130283,0,1,2685,8,8,16,0
51722,141071,0,1,2685,2,3,5,0
51722,161066,0,1,2685,0,1,1,0
51722,173243,0,1,2685,6,6,12,0
51722,183525,0,1,2685,4,8,12,0
51722,193977,0,1,2685,17,20,37,0
51722,252098,0,1,2685,1,2,3,0
51722,398452,0,1,2685,13,14,27,0
51722,434381,0,1,2685,0,1,1,0
51722,657431,0,1,2685,1,0,1,0
51722,740488,0,1,2685,3,4,7,0
51722,828566,0,1,2685,0,1,1,0
52067,208,0,1,2685,2,0,2,0
52067,209,0,1,2685,12,1,13,0
52067,250,0,1,2685,1,0,1,0
52067,295,0,1,2685,1,0,1,0
52067,427,0,1,2685,4,12,16,0
52067,1920,0,1,2685,1,0,1,0
52067,37617,1,1,2685,8,12,20,1
52067,51102,1,1,2685,242,232,474,0
52067,52067,1,1,2685,1,1,2,0
52067,105091,0,1,2685,65,62,127,0
52067,111366,0,1,2685,48,58,106,0
52067,116866,0,1,2685,38,43,81,0
52067,122513,0,1,2685,0,1,1,0
52067,125241,0,1,2685,20,24,44,0
52067,137828,0,1,2685,3,5,8,0
52067,140489,0,1,2685,127,116,243,0
52067,143773,0,1,2685,4,5,9,0
52067,144470,0,1,2685,1,0,1,0
52067,150769,0,1,2685,8,9,17,0
52067,151461,0,1,2685,1,2,3,0
52067,152147,0,1,2685,5,6,11,0
52067,152631,0,1,2685,2,1,3,0
52067,162050,0,1,2685,2,4,6,0
52067,163320,0,1,2685,44,38,82,0
52067,176594,0,1,2685,40,37,77,0
52067,181784,0,1,2685,3,5,8,0
52067,183193,0,1,2685,5,4,9,0
52067,187496,0,1,2685,8,7,15,0
52067,190856,0,1,2685,20,18,38,0
52067,196065,0,1,2685,7,12,19,0
52067,267632,0,1,2685,0,1,1,0
52067,268292,0,1,2685,6,9,15,0
52067,302861,0,1,2685,2,1,3,0
52067,331320,0,1,2685,0,1,1,0
52067,435426,0,1,2685,66,70,136,0
52067,490381,0,1,2685,0,1,1,0
52067,503716,0,1,2685,4,6,10,0
52067,517027,0,1,2685,3,4,7,0
52067,584897,0,1,2685,19,19,38,0
52067,614751,0,1,2685,3,4,7,0
52067,639472,0,1,2685,0,4,4,0
52067,684077,0,1,2685,14,19,33,0
52067,755945,0,1,2685,26,20,46,0
52067,788869,0,1,2685,17,19,36,0
52385,312,0,1,2685,0,1,1,0
52385,408,0,1,2685,1,0,1,0
52385,410,0,1,2685,1,1,2,0
52385,427,0,1,2685,1,4,5,0
52385,105392,0,1,2685,13,10,23,0
52385,110160,0,1,2685,1,3,4,0
52385,110705,0,1,2685,1,0,1,0
52385,120814,0,1,2685,88,77,165,0
52385,132162,0,1,2685,1,0,1,0
52385,141278,0,1,2685,1,3,4,0
52385,142885,0,1,2685,1,0,1,0
52385,146667,0,1,2685,1,0,1,0
52385,161345,0,1,2685,11,10,21,0
52385,161805,0,1,2685,10,11,21,0
52385,165376,0,1,2685,5,7,12,0
52385,169357,0,1,2685,3,5,8,0
52385,170546,0,1,2685,9,8,17,0
52385,175759,0,1,2685,24,22,46,0
52385,176924,0,1,2685,88,101,189,0
52385,181413,0,1,2685,3,2,5,0
52385,194096,0,1,2685,20,19,39,0
52385,211212,0,1,2685,1,1,2,0
52385,256501,0,1,2685,4,2,6,0
52385,289941,0,1,2685,21,20,41,0
52385,313136,0,1,2685,2,2,4,0
52385,325732,0,1,2685,11,12,23,0
52385,325862,0,1,2685,0,1,1,0
52385,566943,0,1,2685,1,0,1,0
52385,598013,0,1,2685,1,1,2,0
52385,639098,0,1,2685,6,3,9,0
52385,710014,0,1,2685,1,1,2,0
52385,728777,0,1,2685,2,0,2,0
52385,798190,0,1,2685,1,0,1,0
52385,802867,0,1,2685,1,0,1,0
52385,828620,0,1,2685,31,34,65,0
52385,838215,0,1,2685,37,44,81,0
52441,312,0,1,2685,0,1,1,0
52441,427,0,1,2685,5,14,19,0
52441,1920,0,1,2685,1,0,1,0
52441,51102,1,1,2685,61,43,104,1
52441,108231,0,1,2685,7,6,13,0
52441,112931,0,1,2685,1,1,2,0
52441,116758,0,1,2685,11,7,18,0
52441,118683,0,1,2685,29,23,52,0
52441,119309,0,1,2685,12,12,24,0
52441,125204,0,1,2685,1,0,1,0
52441,125241,0,1,2685,3,3,6,0
52441,130266,0,1,2685,7,5,12,0
52441,136033,0,1,2685,1,0,1,0
52441,138625,0,1,2685,47,46,93,0
52441,140102,0,1,2685,15,18,33,0
52441,143745,0,1,2685,20,20,40,0
52441,145564,0,1,2685,3,1,4,0
52441,147391,0,1,2685,22,15,37,0
52441,149912,0,1,2685,38,31,69,0
52441,155357,0,1,2685,48,41,89,0
52441,155648,0,1,2685,32,28,60,0
52441,155973,0,1,2685,9,7,16,0
52441,171090,0,1,2685,33,35,68,0
52441,171853,0,1,2685,20,21,41,0
52441,177778,0,1,2685,188,211,399,0
52441,185852,0,1,2685,2,1,3,0
52441,191384,0,1,2685,2,1,3,0
52441,198461,0,1,2685,15,17,32,0
52441,256758,0,1,2685,56,47,103,0
52441,308671,0,1,2685,1,1,2,0
52441,320012,0,1,2685,3,2,5,0
52441,399004,0,1,2685,1,0,1,0
52441,402536,0,1,2685,1,0,1,0
52441,423009,0,1,2685,3,0,3,0
52441,437524,0,1,2685,3,1,4,0
52441,461958,0,1,2685,1,0,1,0
52441,499696,0,1,2685,1,0,1,0
52441,545290,0,1,2685,1,0,1,0
52441,565795,0,1,2685,1,0,1,0
52441,569640,0,1,2685,1,1,2,0
52441,572869,0,1,2685,1,1,2,0
52441,578771,0,1,2685,1,0,1,0
52441,583977,0,1,2685,1,0,1,0
52441,615960,0,1,2685,3,1,4,0
52441,630474,0,1,2685,1,0,1,0
52441,634461,0,1,2685,1,0,1,0
52441,642182,0,1,2685,1,0,1,0
52441,655765,0,1,2685,1,0,1,0
52441,722854,0,1,2685,1,0,1,0
52441,739307,0,1,2685,21,21,42,0
52441,747301,0,1,2685,1,1,2,0
52441,754343,0,1,2685,1,0,1,0
52441,758291,0,1,2685,1,0,1,0
52441,769639,0,1,2685,9,5,14,0
52441,798933,0,1,2685,1,0,1,0
52441,850275,0,1,2685,1,0,1,0
52441,855793,0,1,2685,1,0,1,0
52441,857901,0,1,2685,1,3,4,0
52441,875111,0,1,2685,1,0,1,0
52441,883305,0,1,2685,1,1,2,0
52615,312,0,1,2685,0,2,2,0
52615,408,0,1,2685,1,0,1,0
52615,427,0,1,2685,1,2,3,0
52615,1476,0,1,2685,0,2,2,0
52615,1494,0,1,2685,0,1,1,0
52615,103874,0,1,2685,0,1,1,0
52615,115774,0,1,2685,0,1,1,0
52615,145404,0,1,2685,6,6,12,0
52615,153859,0,1,2685,0,1,1,0
52615,176821,0,1,2685,7,7,14,0
52615,181006,0,1,2685,6,10,16,0
52615,182362,0,1,2685,12,11,23,0
52615,185990,0,1,2685,0,1,1,0
52615,187143,0,1,2685,20,24,44,0
52615,187972,0,1,2685,100,100,200,0
52615,190950,0,1,2685,0,1,1,0
52615,210382,0,1,2685,1,0,1,0
52615,267904,0,1,2685,2,1,3,0
52615,291339,0,1,2685,3,3,6,0
52615,357492,0,1,2685,0,1,1,0
52615,425240,0,1,2685,6,7,13,0
52615,480752,0,1,2685,1,2,3,0
52615,494394,0,1,2685,1,2,3,0
52615,524485,0,1,2685,2,0,2,0
52615,535565,0,1,2685,7,7,14,0
52615,579355,0,1,2685,2,0,2,0
52615,580230,0,1,2685,0,1,1,0
52615,661061,0,1,2685,0,1,1,0
52635,209,0,1,2685,2,1,3,0
52635,312,0,1,2685,0,4,4,0
52635,408,0,1,2685,1,0,1,0
52635,427,0,1,2685,3,7,10,0
52635,1920,0,1,2685,1,0,1,0
52635,40997,1,1,2685,1,0,1,1
52635,86352,1,1,2685,1,0,1,0
52635,105957,0,1,2685,6,7,13,0
52635,130786,0,1,2685,6,5,11,0
52635,140448,0,1,2685,35,16,51,0
52635,178179,0,1,2685,4,3,7,0
52635,185621,0,1,2685,3,1,4,0
52635,187077,0,1,2685,2,3,5,0
52635,274322,0,1,2685,0,1,1,0
52635,326134,0,1,2685,0,1,1,0
52635,382264,0,1,2685,5,1,6,0
52635,418025,0,1,2685,1,1,2,0
52635,898353,0,1,2685,2,1,3,0
52923,312,0,1,2685,0,2,2,0
52923,16495,1,1,2685,5,5,10,0
52923,85596,1,1,2685,0,2,2,0
52923,107063,0,1,2685,15,22,37,0
52923,107080,0,1,2685,3,6,9,0
52923,111438,0,1,2685,7,11,18,0
52923,122334,0,1,2685,0,1,1,0
52923,136346,0,1,2685,124,85,209,0
52923,517874,0,1,2685,9,9,18,0
52923,578357,0,1,2685,2,2,4,0
52923,676621,0,1,2685,6,6,12,0
52923,762429,0,1,2685,0,1,1,0
53275,312,0,1,2685,0,12,12,0
53275,408,0,1,2685,1,0,1,0
53275,1591,0,1,2685,0,1,1,0
53275,40997,1,1,2685,0,1,1,1
53275,68494,1,1,2685,7,7,14,1
53275,68633,1,1,2685,9,8,17,1
53275,86352,1,1,2685,2,11,13,1
53275,100074,0,1,2685,1,3,4,0
53275,106933,0,1,2685,9,20,29,0
53275,113237,0,1,2685,0,2,2,0
53275,134028,0,1,2685,1,3,4,0
53275,159767,0,1,2685,28,25,53,0
53275,165007,0,1,2685,2,3,5,0
53275,179740,0,1,2685,1,0,1,0
53275,184578,0,1,2685,5,19,24,0
53275,193756,0,1,2685,18,13,31,0
53275,203843,0,1,2685,0,5,5,0
53275,231537,0,1,2685,0,3,3,0
53275,351605,0,1,2685,0,1,1,0
53275,387456,0,1,2685,1,0,1,0
53275,392684,0,1,2685,0,1,1,0
53275,419422,0,1,2685,4,6,10,0
53275,425909,0,1,2685,0,1,1,0
53275,549997,0,1,2685,0,4,4,0
53275,581273,0,1,2685,0,5,5,0
53275,586929,0,1,2685,1,1,2,0
53275,705672,0,1,2685,0,3,3,0
53275,740619,0,1,2685,0,1,1,0
53275,833229,0,1,2685,4,17,21,0
53275,862368,0,1,2685,0,3,3,0
53884,312,0,1,2685,0,2,2,0
53884,427,0,1,2685,3,9,12,0
53884,1920,0,1,2685,1,0,1,0
53884,100406,0,1,2685,1,2,3,0
53884,111975,0,1,2685,30,34,64,0
53884,114566,0,1,2685,0,4,4,0
53884,117473,0,1,2685,12,11,23,0
53884,129460,0,1,2685,4,4,8,0
53884,134795,0,1,2685,1,2,3,0
53884,159009,0,1,2685,15,16,31,0
53884,162330,0,1,2685,11,8,19,0
53884,162974,0,1,2685,0,1,1,0
53884,166121,0,1,2685,15,12,27,0
53884,169993,0,1,2685,1,3,4,0
53884,171996,0,1,2685,2,2,4,0
53884,182360,0,1,2685,4,5,9,0
53884,184294,0,1,2685,1,1,2,0
53884,189510,0,1,2685,7,11,18,0
53884,204115,0,1,2685,0,2,2,0
53884,561592,0,1,2685,0,1,1,0
53884,692952,0,1,2685,0,3,3,0
53884,791318,0,1,2685,1,0,1,0
53884,873504,0,1,2685,3,5,8,0
55464,327,0,1,2685,0,1,1,0
55464,427,0,1,2685,2,4,6,0
55464,1920,0,1,2685,1,0,1,0
55464,97942,1,1,2685,0,1,1,0
55464,103125,0,1,2685,12,9,21,0
55464,105894,0,1,2685,4,6,10,0
55464,114976,0,1,2685,3,3,6,0
55464,122536,0,1,2685,0,1,1,0
55464,125306,0,1,2685,32,33,65,0
55464,134978,0,1,2685,14,16,30,0
55464,137816,0,1,2685,0,1,1,0
55464,153817,0,1,2685,21,33,54,0
55464,158369,0,1,2685,4,2,6,0
55464,160889,0,1,2685,4,2,6,0
55464,172988,0,1,2685,10,11,21,0
55464,178233,0,1,2685,15,13,28,0
55464,182288,0,1,2685,10,7,17,0
55464,189540,0,1,2685,11,15,26,0
55464,190669,0,1,2685,5,4,9,0
55464,194761,0,1,2685,0,1,1,0
55464,201582,0,1,2685,1,0,1,0
55464,232128,0,1,2685,6,7,13,0
55464,234217,0,1,2685,1,0,1,0
55464,253093,0,1,2685,1,0,1,0
55464,255933,0,1,2685,0,1,1,0
55464,256587,0,1,2685,1,0,1,0
55464,267902,0,1,2685,4,5,9,0
55464,276464,0,1,2685,12,9,21,0
55464,321777,0,1,2685,1,2,3,0
55464,323595,0,1,2685,4,3,7,0
55464,333430,0,1,2685,0,2,2,0
55464,345603,0,1,2685,6,5,11,0
55464,369711,0,1,2685,2,1,3,0
55464,392265,0,1,2685,4,4,8,0
55464,394092,0,1,2685,1,0,1,0
55464,438222,0,1,2685,5,5,10,0
55464,452787,0,1,2685,1,0,1,0
55464,518257,0,1,2685,1,0,1,0
55464,535947,0,1,2685,41,45,86,0
55464,547778,0,1,2685,1,0,1,0
55464,564693,0,1,2685,1,2,3,0
55464,588377,0,1,2685,3,6,9,0
55464,601554,0,1,2685,2,3,5,0
55464,610289,0,1,2685,8,10,18,0
55464,634410,0,1,2685,4,5,9,0
55464,638368,0,1,2685,1,0,1,0
55464,653321,0,1,2685,2,1,3,0
55464,659394,0,1,2685,4,2,6,0
55464,674679,0,1,2685,1,0,1,0
55464,681583,0,1,2685,0,1,1,0
55464,685763,0,1,2685,0,1,1,0
55464,686131,0,1,2685,9,9,18,0
55464,689928,0,1,2685,0,2,2,0
55464,698117,0,1,2685,0,1,1,0
55464,742531,0,1,2685,1,0,1,0
55464,752216,0,1,2685,1,0,1,0
55464,768624,0,1,2685,7,5,12,0
55464,795532,0,1,2685,15,17,32,0
55464,842737,0,1,2685,7,4,11,0
55464,863218,0,1,2685,4,3,7,0
55464,872334,0,1,2685,0,1,1,0
55464,877992,0,1,2685,1,0,1,0
55594,312,0,1,2685,0,1,1,0
55594,427,0,1,2685,5,13,18,0
55594,108110,0,1,2685,4,5,9,0
55594,119074,0,1,2685,13,11,24,0
55594,131969,0,1,2685,0,1,1,0
55594,132948,0,1,2685,4,3,7,0
55594,135889,0,1,2685,8,7,15,0
55594,147188,0,1,2685,0,1,1,0
55594,159662,0,1,2685,0,1,1,0
55594,173595,0,1,2685,0,1,1,0
55594,178076,0,1,2685,3,4,7,0
55594,181167,0,1,2685,2,3,5,0
55594,187988,0,1,2685,2,4,6,0
55594,188593,0,1,2685,0,1,1,0
55594,191452,0,1,2685,9,7,16,0
55594,194692,0,1,2685,8,7,15,0
