ego1,ego2,term,semester,academic_year,college_year,crn
17353,61280,201120,Spring 2012,2011-2012,Freshman,20826
17353,73303,201120,Spring 2012,2011-2012,Freshman,25044
18420,22745,201120,Spring 2012,2011-2012,Freshman,24639
18420,33094,201120,Spring 2012,2011-2012,Freshman,22654
18420,48187,201120,Spring 2012,2011-2012,Freshman,22354
19066,52923,201120,Spring 2012,2011-2012,Freshman,22689
19066,66991,201120,Spring 2012,2011-2012,Freshman,20422
21350,22745,201120,Spring 2012,2011-2012,Freshman,25220
21350,24760,201120,Spring 2012,2011-2012,Freshman,24638
21350,25323,201120,Spring 2012,2011-2012,Freshman,23663
21350,51102,201120,Spring 2012,2011-2012,Freshman,20731
21350,85970,201120,Spring 2012,2011-2012,Freshman,24417
22617,25323,201120,Spring 2012,2011-2012,Freshman,20771
22617,26999,201120,Spring 2012,2011-2012,Freshman,22144
22617,51597,201120,Spring 2012,2011-2012,Freshman,25045
22745,23040,201120,Spring 2012,2011-2012,Freshman,23348
22745,24760,201120,Spring 2012,2011-2012,Freshman,28227
22745,46160,201120,Spring 2012,2011-2012,Freshman,23492
23040,49294,201120,Spring 2012,2011-2012,Freshman,21397
23040,68633,201120,Spring 2012,2011-2012,Freshman,28969
23040,69065,201120,Spring 2012,2011-2012,Freshman,101006007
23040,92070,201120,Spring 2012,2011-2012,Freshman,25488
23144,36006,201120,Spring 2012,2011-2012,Freshman,21058
23144,37617,201120,Spring 2012,2011-2012,Freshman,24780
23144,49294,201120,Spring 2012,2011-2012,Freshman,22039
24543,25494,201120,Spring 2012,2011-2012,Freshman,22049
24543,38927,201120,Spring 2012,2011-2012,Freshman,21846
24543,38927,201120,Spring 2012,2011-2012,Freshman,23707
24543,46160,201120,Spring 2012,2011-2012,Freshman,25289
24543,85970,201120,Spring 2012,2011-2012,Freshman,24630
24760,25323,201120,Spring 2012,2011-2012,Freshman,21932
24760,44956,201120,Spring 2012,2011-2012,Freshman,23894
24760,78911,201120,Spring 2012,2011-2012,Freshman,22683
24853,44167,201120,Spring 2012,2011-2012,Freshman,20210
24853,44520,201120,Spring 2012,2011-2012,Freshman,22479
24853,68633,201120,Spring 2012,2011-2012,Freshman,20163
24853,98639,201120,Spring 2012,2011-2012,Freshman,22691
25171,29914,201120,Spring 2012,2011-2012,Freshman,24637
25171,32174,201120,Spring 2012,2011-2012,Freshman,22038
25171,36951,201120,Spring 2012,2011-2012,Freshman,22427
25171,36951,201120,Spring 2012,2011-2012,Freshman,29479
26425,28831,201120,Spring 2012,2011-2012,Freshman,20231
26425,58909,201120,Spring 2012,2011-2012,Freshman,25859
26999,37617,201120,Spring 2012,2011-2012,Freshman,21311
28831,52441,201120,Spring 2012,2011-2012,Freshman,24455
28831,60482,201120,Spring 2012,2011-2012,Freshman,22147
29914,36006,201120,Spring 2012,2011-2012,Freshman,22728
32100,97655,201120,Spring 2012,2011-2012,Freshman,25122
32174,36951,201120,Spring 2012,2011-2012,Freshman,101008009
32174,72700,201120,Spring 2012,2011-2012,Freshman,23330
33094,73303,201120,Spring 2012,2011-2012,Freshman,21615
33094,85970,201120,Spring 2012,2011-2012,Freshman,22349
36951,45945,201120,Spring 2012,2011-2012,Freshman,24077
36951,51102,201120,Spring 2012,2011-2012,Freshman,29690
37617,50947,201120,Spring 2012,2011-2012,Freshman,25067
38927,48187,201120,Spring 2012,2011-2012,Freshman,24771
38927,51552,201120,Spring 2012,2011-2012,Freshman,21304
40629,83568,201120,Spring 2012,2011-2012,Freshman,21647
40629,83568,201120,Spring 2012,2011-2012,Freshman,29457
44167,83568,201120,Spring 2012,2011-2012,Freshman,23975
44167,84472,201120,Spring 2012,2011-2012,Freshman,23359
44956,95798,201120,Spring 2012,2011-2012,Freshman,21182
45000,53884,201120,Spring 2012,2011-2012,Freshman,20604
45292,72746,201120,Spring 2012,2011-2012,Freshman,20553
45292,99367,201120,Spring 2012,2011-2012,Freshman,20717
45292,99367,201120,Spring 2012,2011-2012,Freshman,29160
45945,52441,201120,Spring 2012,2011-2012,Freshman,22477
45945,66991,201120,Spring 2012,2011-2012,Freshman,23351
46021,63757,201120,Spring 2012,2011-2012,Freshman,22769
46021,83184,201120,Spring 2012,2011-2012,Freshman,22078
46160,51675,201120,Spring 2012,2011-2012,Freshman,28537
46160,52385,201120,Spring 2012,2011-2012,Freshman,27010
46584,46771,201120,Spring 2012,2011-2012,Freshman,20991
46584,46771,201120,Spring 2012,2011-2012,Freshman,22736
48187,71627,201120,Spring 2012,2011-2012,Freshman,21788
49294,51597,201120,Spring 2012,2011-2012,Freshman,22032
49294,91064,201120,Spring 2012,2011-2012,Freshman,22163
50947,53275,201120,Spring 2012,2011-2012,Freshman,21476
50947,74916,201120,Spring 2012,2011-2012,Freshman,21682
51102,72700,201120,Spring 2012,2011-2012,Freshman,26561
51722,78911,201120,Spring 2012,2011-2012,Freshman,21887
51722,95994,201120,Spring 2012,2011-2012,Freshman,21644
51722,98639,201120,Spring 2012,2011-2012,Freshman,20623
52385,82060,201120,Spring 2012,2011-2012,Freshman,201003003
61280,92699,201120,Spring 2012,2011-2012,Freshman,24779
61280,95798,201120,Spring 2012,2011-2012,Freshman,25043
63188,99367,201120,Spring 2012,2011-2012,Freshman,21174
66245,72700,201120,Spring 2012,2011-2012,Freshman,22366
66991,95798,201120,Spring 2012,2011-2012,Freshman,21354
68633,71627,201120,Spring 2012,2011-2012,Freshman,20876
69065,97655,201120,Spring 2012,2011-2012,Freshman,22727
70889,78966,201120,Spring 2012,2011-2012,Freshman,21471
72746,85596,201120,Spring 2012,2011-2012,Freshman,24654
74916,85970,201120,Spring 2012,2011-2012,Freshman,22692
85596,91064,201120,Spring 2012,2011-2012,Freshman,22037
90289,99856,201120,Spring 2012,2011-2012,Freshman,22160
95798,97655,201120,Spring 2012,2011-2012,Freshman,20787
15723,44167,201200,Summer 2012,2012-2013,Sophomore,4079
10841,40997,201210,Fall 2012,2012-2013,Sophomore,10635
10841,40997,201210,Fall 2012,2012-2013,Sophomore,12627
10841,49294,201210,Fall 2012,2012-2013,Sophomore,10986
10841,49294,201210,Fall 2012,2012-2013,Sophomore,10987
10841,49294,201210,Fall 2012,2012-2013,Sophomore,13039
11692,14106,201210,Fall 2012,2012-2013,Sophomore,11628
11692,17353,201210,Fall 2012,2012-2013,Sophomore,14619
11692,22745,201210,Fall 2012,2012-2013,Sophomore,12571
11692,72746,201210,Fall 2012,2012-2013,Sophomore,12543
13799,38927,201210,Fall 2012,2012-2013,Sophomore,10113
13799,45945,201210,Fall 2012,2012-2013,Sophomore,18952
14106,63063,201210,Fall 2012,2012-2013,Sophomore,11269
15071,24543,201210,Fall 2012,2012-2013,Sophomore,18762
15071,29914,201210,Fall 2012,2012-2013,Sophomore,12357
15071,29914,201210,Fall 2012,2012-2013,Sophomore,12358
15071,29914,201210,Fall 2012,2012-2013,Sophomore,13245
15071,29914,201210,Fall 2012,2012-2013,Sophomore,15116
15723,15776,201210,Fall 2012,2012-2013,Sophomore,11342
15723,15776,201210,Fall 2012,2012-2013,Sophomore,14301
15723,16313,201210,Fall 2012,2012-2013,Sophomore,16953
15723,24760,201210,Fall 2012,2012-2013,Sophomore,17034
15723,38927,201210,Fall 2012,2012-2013,Sophomore,14307
15723,51722,201210,Fall 2012,2012-2013,Sophomore,15138
15723,75468,201210,Fall 2012,2012-2013,Sophomore,13105
15776,95994,201210,Fall 2012,2012-2013,Sophomore,14303
16313,68633,201210,Fall 2012,2012-2013,Sophomore,15217
16313,70889,201210,Fall 2012,2012-2013,Sophomore,10137
16313,90289,201210,Fall 2012,2012-2013,Sophomore,14305
16313,91064,201210,Fall 2012,2012-2013,Sophomore,13109
16933,19066,201210,Fall 2012,2012-2013,Sophomore,10814
16933,48187,201210,Fall 2012,2012-2013,Sophomore,11893
16933,48187,201210,Fall 2012,2012-2013,Sophomore,14304
16933,84472,201210,Fall 2012,2012-2013,Sophomore,13113
17353,26425,201210,Fall 2012,2012-2013,Sophomore,12781
17353,44520,201210,Fall 2012,2012-2013,Sophomore,18628
17353,75468,201210,Fall 2012,2012-2013,Sophomore,15158
18420,33094,201210,Fall 2012,2012-2013,Sophomore,10513
18420,33094,201210,Fall 2012,2012-2013,Sophomore,12684
18420,33094,201210,Fall 2012,2012-2013,Sophomore,13091
18420,44956,201210,Fall 2012,2012-2013,Sophomore,12147
18420,51597,201210,Fall 2012,2012-2013,Sophomore,15346
18420,70889,201210,Fall 2012,2012-2013,Sophomore,13093
18420,71518,201210,Fall 2012,2012-2013,Sophomore,12655
19066,24543,201210,Fall 2012,2012-2013,Sophomore,12044
19066,63063,201210,Fall 2012,2012-2013,Sophomore,13106
21350,51675,201210,Fall 2012,2012-2013,Sophomore,18681
22617,25323,201210,Fall 2012,2012-2013,Sophomore,19015
22617,36951,201210,Fall 2012,2012-2013,Sophomore,13026
22617,40629,201210,Fall 2012,2012-2013,Sophomore,15442
22617,40629,201210,Fall 2012,2012-2013,Sophomore,18982
22745,26999,201210,Fall 2012,2012-2013,Sophomore,11111
22745,32100,201210,Fall 2012,2012-2013,Sophomore,18984
22745,45945,201210,Fall 2012,2012-2013,Sophomore,11268
23040,26425,201210,Fall 2012,2012-2013,Sophomore,15924
23040,92070,201210,Fall 2012,2012-2013,Sophomore,15343
23144,37617,201210,Fall 2012,2012-2013,Sophomore,10637
23144,69065,201210,Fall 2012,2012-2013,Sophomore,11510
23144,69065,201210,Fall 2012,2012-2013,Sophomore,12297
23144,69065,201210,Fall 2012,2012-2013,Sophomore,12298
23144,85596,201210,Fall 2012,2012-2013,Sophomore,14264
24543,51102,201210,Fall 2012,2012-2013,Sophomore,11978
24543,51102,201210,Fall 2012,2012-2013,Sophomore,12074
24543,51102,201210,Fall 2012,2012-2013,Sophomore,18703
24543,61280,201210,Fall 2012,2012-2013,Sophomore,12672
24760,33094,201210,Fall 2012,2012-2013,Sophomore,12143
24760,44956,201210,Fall 2012,2012-2013,Sophomore,14300
24760,92699,201210,Fall 2012,2012-2013,Sophomore,14308
24853,91064,201210,Fall 2012,2012-2013,Sophomore,12082
25171,25494,201210,Fall 2012,2012-2013,Sophomore,11055
25171,36951,201210,Fall 2012,2012-2013,Sophomore,11467
25171,36951,201210,Fall 2012,2012-2013,Sophomore,19627
25323,51597,201210,Fall 2012,2012-2013,Sophomore,18919
25323,52923,201210,Fall 2012,2012-2013,Sophomore,13005
25323,66991,201210,Fall 2012,2012-2013,Sophomore,13774
26425,26999,201210,Fall 2012,2012-2013,Sophomore,11618
26425,36006,201210,Fall 2012,2012-2013,Sophomore,10313
26425,36006,201210,Fall 2012,2012-2013,Sophomore,10314
26425,57637,201210,Fall 2012,2012-2013,Sophomore,10023
26999,36951,201210,Fall 2012,2012-2013,Sophomore,12549
26999,45945,201210,Fall 2012,2012-2013,Sophomore,14528
26999,97655,201210,Fall 2012,2012-2013,Sophomore,12273
28831,39783,201210,Fall 2012,2012-2013,Sophomore,14283
28831,63063,201210,Fall 2012,2012-2013,Sophomore,19003
28831,83184,201210,Fall 2012,2012-2013,Sophomore,11388
32100,66991,201210,Fall 2012,2012-2013,Sophomore,18770
33094,66245,201210,Fall 2012,2012-2013,Sophomore,14713
33094,71518,201210,Fall 2012,2012-2013,Sophomore,13092
36006,37617,201210,Fall 2012,2012-2013,Sophomore,10844
36006,57637,201210,Fall 2012,2012-2013,Sophomore,15113
36006,75178,201210,Fall 2012,2012-2013,Sophomore,11140
36951,45292,201210,Fall 2012,2012-2013,Sophomore,14044
37617,71518,201210,Fall 2012,2012-2013,Sophomore,12514
38927,44956,201210,Fall 2012,2012-2013,Sophomore,11481
38927,46160,201210,Fall 2012,2012-2013,Sophomore,18764
40997,50947,201210,Fall 2012,2012-2013,Sophomore,11412
40997,50947,201210,Fall 2012,2012-2013,Sophomore,11548
44956,48187,201210,Fall 2012,2012-2013,Sophomore,13828
44956,58909,201210,Fall 2012,2012-2013,Sophomore,19348
45000,72746,201210,Fall 2012,2012-2013,Sophomore,12580
46021,63757,201210,Fall 2012,2012-2013,Sophomore,12615
46160,51722,201210,Fall 2012,2012-2013,Sophomore,12066
46160,52441,201210,Fall 2012,2012-2013,Sophomore,12711
46584,66245,201210,Fall 2012,2012-2013,Sophomore,13837
46584,68533,201210,Fall 2012,2012-2013,Sophomore,12675
46771,83184,201210,Fall 2012,2012-2013,Sophomore,13367
48187,78911,201210,Fall 2012,2012-2013,Sophomore,11825
49294,85596,201210,Fall 2012,2012-2013,Sophomore,12175
49294,95400,201210,Fall 2012,2012-2013,Sophomore,18759
51552,75178,201210,Fall 2012,2012-2013,Sophomore,11616
51675,52441,201210,Fall 2012,2012-2013,Sophomore,12969
51675,75468,201210,Fall 2012,2012-2013,Sophomore,18763
51722,58909,201210,Fall 2012,2012-2013,Sophomore,11641
51722,95798,201210,Fall 2012,2012-2013,Sophomore,16816
52385,61280,201210,Fall 2012,2012-2013,Sophomore,14075
52385,72746,201210,Fall 2012,2012-2013,Sophomore,11113
52923,61280,201210,Fall 2012,2012-2013,Sophomore,11416
58909,74916,201210,Fall 2012,2012-2013,Sophomore,11516
58909,74916,201210,Fall 2012,2012-2013,Sophomore,14298
63188,73303,201210,Fall 2012,2012-2013,Sophomore,19278
68633,99367,201210,Fall 2012,2012-2013,Sophomore,18761
72700,95798,201210,Fall 2012,2012-2013,Sophomore,11192
72700,99367,201210,Fall 2012,2012-2013,Sophomore,16024
72746,78911,201210,Fall 2012,2012-2013,Sophomore,15670
74916,78966,201210,Fall 2012,2012-2013,Sophomore,12616
97933,98326,201210,Fall 2012,2012-2013,Sophomore,16149
10841,49294,201220,Spring 2013,2012-2013,Sophomore,20268
