ego1,ego2,total_duration_sec,contact_count,mean_RSSI,max_RSSI,week
10060,10281,1218,3,-81.83,-77.0,8
10060,10353,138,1,-85.0,-85.0,8
10060,13116,360,1,-80.4,-80.4,8
10060,13799,2399,9,-82.56,-75.0,8
10060,13882,60,1,-82.0,-82.0,8
10060,13896,451,2,-78.5,-76.0,8
10060,14188,60,1,-83.0,-83.0,8
10060,15776,494,2,-79.69,-79.0,8
10060,16495,922,5,-82.13,-79.5,8
10060,16933,777,3,-76.83,-75.0,8
10060,18344,683,5,-79.4,-73.0,8
10060,18394,3219,20,-73.31,-53.5,8
10060,18420,345,2,-74.3,-71.6,8
10060,22617,230,2,-76.25,-72.0,8
10060,23040,1552,10,-82.49,-79.67,8
10060,26127,5067,15,-81.09,-67.96,8
10060,26999,481,4,-83.75,-81.0,8
10060,31372,60,1,-86.0,-86.0,8
10060,31583,481,3,-85.67,-84.0,8
10060,32100,60,1,-82.0,-82.0,8
10060,36951,60,1,-80.0,-80.0,8
10060,40557,470,4,-81.19,-79.0,8
10060,40629,3614,18,-80.45,-77.0,8
10060,45000,482,5,-76.84,-74.5,8
10060,45945,271,1,-77.4,-77.4,8
10060,46021,409,2,-82.2,-82.0,8
10060,46654,1803,15,-81.4,-74.0,8
10060,48429,85,1,-69.5,-69.5,8
10060,48990,297,2,-80.5,-79.0,8
10060,50869,60,1,-75.0,-75.0,8
10060,50947,60,1,-87.0,-87.0,8
10060,51675,60,1,-79.0,-79.0,8
10060,53275,247,3,-83.83,-80.0,8
10060,55464,60,1,-82.0,-82.0,8
10060,59367,60,1,-77.0,-77.0,8
10060,60830,60,1,-86.0,-86.0,8
10060,63063,2556,9,-79.81,-77.25,8
10060,63188,2052,16,-81.1,-77.0,8
10060,63757,377,2,-82.25,-82.0,8
10060,64772,4795,12,-72.38,-58.0,8
10060,66245,955,3,-79.69,-76.5,8
10060,66991,60,1,-82.0,-82.0,8
10060,68494,737,4,-81.71,-79.0,8
10060,71627,837,5,-80.35,-72.0,8
10060,71700,4009,13,-82.59,-78.4,8
10060,72700,259,1,-83.75,-83.75,8
10060,72746,193,1,-80.67,-80.67,8
10060,74916,180,3,-80.33,-77.0,8
10060,77291,60,1,-85.0,-85.0,8
10060,78062,60,1,-88.0,-88.0,8
10060,78966,60,1,-78.0,-78.0,8
10060,80193,60,1,-80.0,-80.0,8
10060,83184,2504,4,-73.31,-71.25,8
10060,85596,161747,79,-62.55,-35.0,8
10060,86352,240,4,-82.0,-80.0,8
10060,86610,666,6,-83.58,-79.0,8
10060,89827,60,1,-80.0,-80.0,8
10281,10353,60,1,-74.0,-74.0,8
10281,11692,297,2,-81.17,-80.0,8
10281,13116,1074,3,-75.49,-75.0,8
10281,13799,1143,1,-77.11,-77.11,8
10281,13882,301,5,-78.6,-69.0,8
10281,13896,610,6,-84.0,-80.0,8
10281,14188,4054,12,-74.97,-63.79,8
10281,15071,1000,7,-81.39,-78.5,8
10281,15723,117393,69,-68.1,-56.0,8
10281,15776,2663,13,-78.29,-67.4,8
10281,16495,180,3,-70.67,-66.0,8
10281,16933,238,3,-77.83,-72.0,8
10281,17353,60,1,-69.0,-69.0,8
10281,18344,356,3,-79.67,-74.0,8
10281,18394,584,6,-82.17,-73.0,8
10281,18707,60,1,-85.0,-85.0,8
10281,19066,60,1,-72.0,-72.0,8
10281,19844,942,3,-82.14,-79.43,8
10281,20905,60,1,-78.0,-78.0,8
10281,22617,1995,7,-79.0,-65.0,8
10281,22745,476,2,-81.83,-76.67,8
10281,22931,1565,1,-76.52,-76.52,8
10281,23040,507,4,-79.81,-73.0,8
10281,23144,60,1,-86.0,-86.0,8
10281,23642,240,2,-84.25,-82.5,8
10281,25323,597,2,-82.08,-80.5,8
10281,25494,180,3,-76.33,-70.0,8
10281,25544,60,1,-75.0,-75.0,8
10281,26999,1259,3,-76.75,-73.0,8
10281,28831,6050,25,-83.02,-76.0,8
10281,29914,180,3,-79.67,-76.0,8
10281,30952,5376,5,-61.93,-54.0,8
10281,31583,1111,7,-79.06,-66.44,8
10281,32100,1136,7,-82.85,-73.0,8
10281,32174,2348,13,-78.31,-71.86,8
10281,32899,321,1,-79.0,-79.0,8
10281,33094,60,1,-87.0,-87.0,8
10281,34250,143,1,-69.5,-69.5,8
10281,34853,376,5,-80.0,-74.0,8
10281,36143,299,4,-76.62,-74.5,8
10281,36951,192,2,-78.25,-75.5,8
10281,37617,120,2,-78.5,-75.0,8
10281,38893,440,4,-82.52,-80.4,8
10281,38927,664,7,-85.36,-80.0,8
10281,39253,60,1,-83.0,-83.0,8
10281,39783,60,1,-82.0,-82.0,8
10281,40557,1088,9,-80.78,-68.0,8
10281,40629,657,6,-81.69,-71.0,8
10281,40997,210,2,-75.75,-69.0,8
10281,44520,390,2,-74.3,-73.0,8
10281,44947,180,3,-66.33,-42.0,8
10281,45000,716,5,-83.24,-77.2,8
10281,45292,733,10,-83.65,-79.0,8
10281,45945,6520,8,-79.14,-67.71,8
10281,46021,1088,2,-78.25,-78.0,8
10281,46584,60,1,-68.0,-68.0,8
10281,46771,329,3,-76.92,-75.5,8
10281,48187,120,2,-80.0,-76.0,8
10281,48429,1125,5,-78.62,-71.67,8
10281,48990,574,3,-76.92,-75.0,8
10281,49294,180,3,-81.33,-78.0,8
10281,51102,756,3,-79.07,-73.0,8
10281,51675,60,1,-84.0,-84.0,8
10281,51722,60,1,-74.0,-74.0,8
10281,52067,60,1,-82.0,-82.0,8
10281,52441,543,5,-80.27,-79.0,8
10281,52615,415,2,-77.67,-77.33,8
10281,52635,60,1,-82.0,-82.0,8
10281,53275,60,1,-68.0,-68.0,8
10281,55464,120,2,-85.0,-82.0,8
10281,55594,4479,37,-78.41,-65.5,8
10281,59367,60,1,-71.0,-71.0,8
10281,62555,1055,1,-73.94,-73.94,8
10281,62560,643,4,-70.79,-64.67,8
10281,63063,60,1,-82.0,-82.0,8
10281,63757,60,1,-85.0,-85.0,8
10281,63817,307,5,-80.5,-76.0,8
10281,64772,3354,10,-79.04,-67.0,8
10281,65102,60,1,-86.0,-86.0,8
10281,65526,60,1,-76.0,-76.0,8
10281,66052,412,2,-78.67,-71.33,8
10281,66245,60,1,-81.0,-81.0,8
10281,66404,1528,9,-75.51,-69.0,8
10281,66754,310,4,-83.42,-79.0,8
10281,66991,2428,8,-80.69,-78.12,8
10281,68533,60,1,-76.0,-76.0,8
10281,69065,1574,7,-75.44,-67.0,8
10281,70889,303,3,-80.0,-73.0,8
10281,71627,120,2,-80.5,-80.0,8
10281,71700,120,2,-81.0,-75.0,8
10281,72700,473,3,-82.33,-80.5,8
10281,72746,1493,19,-83.18,-75.0,8
10281,73175,120,2,-78.5,-69.0,8
10281,73303,440,7,-85.64,-84.0,8
10281,74916,180,3,-78.0,-75.0,8
10281,75178,60,1,-75.0,-75.0,8
10281,75261,928,8,-81.27,-76.0,8
10281,75468,301,3,-83.0,-79.0,8
10281,77291,723,3,-80.54,-76.62,8
10281,78062,582,4,-76.5,-69.5,8
10281,78638,60,1,-86.0,-86.0,8
10281,78911,357,2,-78.0,-76.0,8
10281,78966,180,3,-75.33,-67.0,8
10281,79877,60,1,-80.0,-80.0,8
10281,80058,120,2,-82.5,-82.0,8
10281,80193,419,2,-75.3,-66.6,8
10281,83568,60,1,-81.0,-81.0,8
10281,84215,180,3,-81.0,-78.0,8
10281,84472,293,3,-81.33,-79.0,8
10281,84625,162,1,-73.67,-73.67,8
10281,84841,1866,3,-74.45,-61.36,8
10281,85596,1317,6,-81.27,-78.4,8
10281,86237,120,2,-79.0,-78.0,8
10281,88175,2017,8,-78.03,-69.0,8
10353,10841,60,1,-83.0,-83.0,8
10353,11023,60,1,-90.0,-90.0,8
10353,11360,4421,8,-76.57,-72.0,8
10353,13882,120,2,-85.0,-84.0,8
10353,15071,60,1,-80.0,-80.0,8
10353,15723,395,3,-81.35,-78.8,8
10353,16495,1647,4,-82.22,-79.69,8
10353,18344,60,1,-79.0,-79.0,8
10353,18420,93801,140,-60.93,-52.0,8
10353,19844,120,2,-65.5,-61.0,8
10353,20905,60,1,-81.0,-81.0,8
10353,22617,96,1,-74.0,-74.0,8
10353,22931,1116,6,-79.12,-73.5,8
10353,23040,60,1,-87.0,-87.0,8
10353,23144,422,5,-79.9,-74.5,8
10353,23642,144,2,-84.75,-83.5,8
10353,24543,2005,6,-79.04,-75.75,8
10353,24760,60,1,-71.0,-71.0,8
10353,24853,60,1,-86.0,-86.0,8
10353,25544,435,5,-86.47,-85.0,8
10353,25947,961,8,-80.86,-77.0,8
10353,26999,100763,144,-70.32,-63.2,8
10353,28831,246,3,-86.67,-84.5,8
10353,29914,60,1,-77.0,-77.0,8
10353,30076,446,4,-79.9,-76.25,8
10353,30952,4155,8,-74.06,-66.5,8
10353,32174,581,6,-78.88,-72.5,8
10353,32899,61,1,-64.5,-64.5,8
10353,36143,4234,19,-74.65,-60.0,8
10353,38823,762,5,-82.01,-78.0,8
10353,38927,1887,7,-79.87,-77.29,8
10353,39253,275,1,-84.33,-84.33,8
10353,39701,559,5,-82.72,-80.33,8
10353,40557,319,1,-82.0,-82.0,8
10353,40877,60,1,-81.0,-81.0,8
10353,40997,2307,10,-82.0,-77.75,8
10353,44947,498,5,-72.3,-69.5,8
10353,44956,60,1,-80.0,-80.0,8
10353,45945,60,1,-87.0,-87.0,8
10353,46021,809,9,-76.72,-63.0,8
10353,46771,451,3,-78.64,-74.33,8
10353,48187,65,1,-84.5,-84.5,8
10353,48990,790,7,-74.46,-70.0,8
10353,49294,570,4,-81.08,-78.0,8
10353,50869,664,5,-81.57,-77.67,8
10353,51552,399,5,-81.03,-78.67,8
10353,51722,167,1,-85.67,-85.67,8
10353,52635,119,1,-79.33,-79.33,8
10353,53884,300,5,-83.0,-79.0,8
10353,55594,2336,10,-80.32,-74.0,8
10353,58909,705,5,-77.15,-75.0,8
10353,59367,60,1,-82.0,-82.0,8
10353,60830,663,5,-79.15,-74.0,8
10353,62560,183,1,-77.5,-77.5,8
10353,63063,60,1,-68.0,-68.0,8
10353,63757,4847,10,-81.0,-78.38,8
10353,63817,2510,10,-78.28,-73.0,8
10353,65102,1096,7,-81.79,-72.27,8
10353,66754,60,1,-83.0,-83.0,8
10353,68494,60,1,-84.0,-84.0,8
10353,68533,60,1,-79.0,-79.0,8
10353,70889,170,2,-80.75,-79.5,8
10353,71518,60,1,-82.0,-82.0,8
10353,71627,60,1,-84.0,-84.0,8
10353,72700,60,1,-74.0,-74.0,8
10353,74916,2625,11,-82.48,-78.0,8
10353,75178,244,1,-73.0,-73.0,8
10353,75261,120,2,-84.5,-84.0,8
10353,75468,120,2,-81.0,-76.0,8
10353,76313,465,5,-83.4,-81.0,8
10353,77291,4850,9,-78.9,-76.0,8
10353,77824,60,1,-76.0,-76.0,8
10353,78062,356,1,-69.2,-69.2,8
10353,78638,1123,6,-80.96,-71.4,8
10353,78911,60,1,-79.0,-79.0,8
10353,78966,888,4,-78.18,-75.67,8
10353,82060,143,2,-83.5,-80.0,8
10353,83568,1721,9,-82.66,-76.78,8
10353,84472,60,1,-85.0,-85.0,8
10353,84625,1152,8,-78.42,-62.0,8
10353,85970,381,5,-82.5,-75.0,8
10353,86009,642,6,-77.18,-74.0,8
10353,86237,609,4,-80.44,-73.0,8
10353,88175,291,4,-80.75,-76.0,8
10353,89827,60,1,-86.0,-86.0,8
10841,11360,60,1,-61.0,-61.0,8
10841,23144,298,2,-80.42,-78.83,8
10841,30076,3410,12,-75.01,-59.17,8
10841,50869,1607,13,-81.6,-69.0,8
11023,11692,570,6,-81.64,-79.33,8
11023,13116,2400,16,-78.74,-72.0,8
11023,13799,525,5,-84.27,-79.0,8
11023,14106,120,2,-82.0,-81.0,8
11023,14188,60,1,-69.0,-69.0,8
11023,16495,301,5,-85.9,-85.0,8
11023,17353,688,1,-79.62,-79.62,8
11023,18344,484,4,-76.88,-67.0,8
11023,22617,433,4,-83.0,-79.0,8
11023,23040,362,5,-78.75,-72.0,8
11023,23144,73,1,-74.0,-74.0,8
11023,25494,441,4,-84.38,-81.5,8
11023,26127,3243,21,-82.49,-74.33,8
11023,26425,60,1,-74.0,-74.0,8
11023,26999,9303,13,-77.67,-63.5,8
11023,28831,1569,15,-82.72,-70.0,8
11023,30952,764,1,-75.45,-75.45,8
11023,34853,1363,6,-79.4,-75.0,8
11023,36951,275,3,-78.83,-74.0,8
11023,38823,298,3,-82.83,-79.5,8
11023,39122,483,3,-75.33,-62.0,8
11023,39701,99,1,-72.0,-72.0,8
11023,40629,1115,7,-76.73,-64.0,8
11023,44520,260,4,-85.17,-81.67,8
11023,44947,60,1,-82.0,-82.0,8
11023,45945,2788,7,-78.69,-71.17,8
11023,46584,501,1,-74.9,-74.9,8
11023,48429,1414,9,-74.32,-67.0,8
11023,50869,60,1,-75.0,-75.0,8
11023,52067,60,1,-81.0,-81.0,8
11023,52635,124,1,-65.67,-65.67,8
11023,53884,60,1,-82.0,-82.0,8
11023,57637,80,1,-83.5,-83.5,8
11023,60830,60,1,-78.0,-78.0,8
11023,62555,240,4,-82.75,-78.0,8
11023,63188,480,6,-79.12,-72.0,8
11023,63757,830,2,-80.06,-79.44,8
11023,63817,620,6,-79.42,-76.0,8
11023,65102,173,2,-81.83,-80.67,8
11023,66245,120,2,-85.0,-83.0,8
11023,66991,175,1,-81.67,-81.67,8
11023,68533,436,6,-82.17,-76.0,8
11023,69669,60,1,-82.0,-82.0,8
11023,71627,615,5,-76.83,-73.0,8
11023,71700,317,5,-84.6,-79.0,8
11023,73303,60,1,-83.0,-83.0,8
11023,74916,60,1,-84.0,-84.0,8
11023,75178,446,2,-82.58,-80.67,8
11023,82282,5319,47,-85.39,-77.0,8
11023,83184,60,1,-82.0,-82.0,8
11023,84215,1462,7,-83.12,-80.0,8
11023,84841,180,3,-82.33,-73.0,8
11023,86610,253,2,-84.17,-83.0,8
11023,88175,763,8,-82.03,-73.0,8
11360,13799,60,1,-83.0,-83.0,8
11360,13882,639,5,-80.68,-75.4,8
11360,15071,635,8,-81.44,-76.0,8
11360,16495,651,4,-80.75,-69.5,8
11360,18394,441,5,-78.45,-70.0,8
11360,19844,60,1,-79.0,-79.0,8
11360,22931,1590,6,-71.14,-66.0,8
11360,23642,180,3,-87.67,-86.0,8
11360,26127,829,2,-80.33,-76.67,8
11360,26999,60,1,-84.0,-84.0,8
11360,28831,1806,3,-84.71,-82.0,8
11360,30952,2433,8,-80.75,-75.2,8
11360,31583,132,2,-80.25,-78.5,8
11360,34250,166,2,-84.5,-84.0,8
11360,36143,883,9,-82.96,-80.0,8
11360,39701,120,2,-81.5,-77.0,8
11360,40997,868,3,-61.8,-55.8,8
11360,44520,65,1,-82.5,-82.5,8
11360,45000,60,1,-84.0,-84.0,8
11360,46021,308,1,-84.4,-84.4,8
11360,46160,325,4,-81.42,-79.0,8
11360,48990,120,2,-84.0,-83.0,8
11360,50181,60,1,-81.0,-81.0,8
11360,50947,240,4,-82.5,-80.0,8
11360,52635,60,1,-77.0,-77.0,8
11360,53275,952,1,-61.47,-61.47,8
11360,55464,2479,2,-76.82,-76.0,8
11360,57637,732,7,-80.43,-76.0,8
11360,59367,60,1,-72.0,-72.0,8
11360,63063,60,1,-85.0,-85.0,8
11360,63188,1692,10,-80.89,-75.5,8
11360,63757,3280,5,-72.29,-68.0,8
11360,64772,180,1,-78.0,-78.0,8
11360,65102,1684,6,-77.89,-73.43,8
11360,65526,2583,10,-78.67,-75.33,8
11360,66991,120,2,-82.5,-82.0,8
11360,68494,1836,11,-71.26,-49.0,8
11360,68533,2586,9,-81.1,-74.0,8
11360,69669,225,2,-85.17,-85.0,8
11360,71518,60,1,-80.0,-80.0,8
11360,71627,258,2,-79.75,-79.0,8
11360,73175,60,1,-77.0,-77.0,8
11360,74916,1310,4,-82.28,-80.0,8
11360,75466,60,1,-85.0,-85.0,8
11360,77291,2359,4,-82.06,-77.0,8
11360,78062,2498,9,-79.78,-74.61,8
11360,78911,3151,1,-80.21,-80.21,8
11360,78966,427,3,-82.67,-78.0,8
11360,80058,60,1,-85.0,-85.0,8
11360,80193,604,5,-79.37,-74.5,8
11360,82282,239,1,-82.0,-82.0,8
11360,83184,813,5,-82.3,-78.0,8
11360,85596,3201,5,-76.73,-70.48,8
11360,86009,933,6,-80.06,-72.5,8
11360,86237,320,4,-79.71,-72.33,8
11360,86352,1210,8,-80.59,-76.2,8
11360,86610,278,2,-84.75,-83.0,8
11360,86727,424,4,-83.06,-79.25,8
11692,13799,1896,11,-78.99,-68.0,8
11692,13882,509,3,-82.22,-80.5,8
11692,13896,60,1,-83.0,-83.0,8
11692,14962,1148,4,-77.63,-75.5,8
11692,15071,227,3,-80.89,-72.67,8
11692,15776,60,1,-69.0,-69.0,8
11692,16495,643,3,-76.05,-70.75,8
11692,17353,286,2,-79.5,-78.0,8
11692,18344,1564,15,-80.9,-76.0,8
11692,18394,820,1,-76.58,-76.58,8
11692,18420,60,1,-76.0,-76.0,8
11692,18707,180,3,-67.67,-61.0,8
11692,19844,60,1,-74.0,-74.0,8
11692,22617,120,2,-84.0,-84.0,8
11692,22745,617,6,-78.58,-72.67,8
11692,23040,325,2,-80.0,-79.0,8
11692,23144,60,1,-85.0,-85.0,8
11692,25323,60,1,-83.0,-83.0,8
11692,25494,230,3,-83.83,-83.0,8
11692,25544,120,2,-85.0,-84.0,8
11692,25947,225,1,-79.67,-79.67,8
11692,26999,3846,5,-83.25,-76.44,8
11692,29914,892,5,-80.1,-78.0,8
11692,30076,709,1,-79.8,-79.8,8
11692,30952,450,5,-68.8,-64.0,8
11692,31372,268,4,-78.38,-72.0,8
11692,31583,117,1,-83.0,-83.0,8
11692,32100,5001,13,-79.09,-69.06,8
11692,34853,180,1,-85.25,-85.25,8
11692,35227,537,4,-83.25,-82.0,8
11692,36143,240,4,-83.0,-82.0,8
11692,40629,1278,4,-77.13,-73.0,8
11692,40997,147,1,-72.33,-72.33,8
11692,44167,60,1,-81.0,-81.0,8
11692,44520,60,1,-83.0,-83.0,8
11692,45000,2492,3,-82.32,-80.63,8
11692,45292,4122,6,-80.16,-76.98,8
11692,45945,1465,12,-76.38,-56.0,8
11692,46584,203,3,-74.67,-68.0,8
11692,48990,134169,228,-69.11,-54.0,8
11692,49294,844,2,-76.03,-73.67,8
11692,49597,175,2,-71.75,-66.5,8
11692,50181,60,1,-77.0,-77.0,8
11692,50869,120,2,-77.0,-76.0,8
11692,50947,94,1,-74.0,-74.0,8
11692,51597,60,1,-75.0,-75.0,8
11692,51675,60,1,-78.0,-78.0,8
11692,52441,60,1,-74.0,-74.0,8
11692,52615,993,4,-76.73,-69.25,8
11692,52635,280,3,-84.0,-83.0,8
11692,53275,120,2,-85.5,-83.0,8
11692,55464,216,3,-81.11,-77.33,8
11692,57637,258,4,-81.75,-80.0,8
11692,59367,1427,10,-78.6,-72.0,8
11692,60830,162,1,-82.0,-82.0,8
11692,62555,4186,12,-78.63,-75.0,8
11692,63188,602,8,-83.27,-72.0,8
11692,63817,60,1,-80.0,-80.0,8
11692,64772,5536,6,-78.9,-77.64,8
11692,66052,1500,10,-77.84,-72.0,8
11692,66404,212,2,-73.83,-67.0,8
11692,66754,248,2,-80.64,-80.0,8
11692,68494,566,6,-75.75,-58.0,8
11692,69669,131,1,-77.67,-77.67,8
11692,71627,1306,6,-79.37,-74.8,8
11692,71700,179,2,-83.5,-82.0,8
11692,72746,120,2,-74.5,-67.0,8
11692,73175,60,1,-84.0,-84.0,8
11692,74916,300,5,-81.0,-78.0,8
11692,75261,60,1,-82.0,-82.0,8
11692,77291,1311,5,-78.53,-65.69,8
11692,78638,952,5,-79.46,-70.8,8
11692,78966,802,2,-77.09,-74.0,8
11692,79877,1993,4,-78.26,-76.0,8
11692,80193,738,7,-83.57,-75.0,8
11692,82060,61072,90,-71.2,-55.0,8
11692,83568,1680,3,-79.54,-74.94,8
11692,84472,120,2,-78.5,-72.0,8
11692,85596,120,2,-75.5,-75.0,8
11692,85970,60,1,-80.0,-80.0,8
11692,86009,380,3,-83.67,-81.0,8
11692,86610,60,1,-71.0,-71.0,8
11692,86727,10100,58,-85.39,-66.0,8
11692,89827,60,1,-75.0,-75.0,8
13116,13799,122,1,-85.0,-85.0,8
13116,13882,250,4,-85.38,-83.0,8
13116,14188,60,1,-78.0,-78.0,8
13116,14962,294,2,-83.75,-80.5,8
13116,15071,60,1,-82.0,-82.0,8
13116,15723,240,2,-77.88,-74.0,8
13116,15776,1027,10,-78.58,-69.0,8
13116,16933,60,1,-84.0,-84.0,8
13116,17353,731,5,-74.6,-66.5,8
13116,18344,2768,11,-75.41,-60.0,8
13116,18394,120,2,-81.5,-78.0,8
13116,18420,2231,2,-62.02,-49.54,8
13116,18707,222,3,-82.17,-79.5,8
13116,19844,60,1,-82.0,-82.0,8
13116,21350,2590,4,-80.33,-79.57,8
13116,22745,180,3,-83.67,-79.0,8
13116,23040,1064,13,-82.69,-77.5,8
13116,23144,60,1,-67.0,-67.0,8
13116,23642,60,1,-82.0,-82.0,8
13116,24760,2217,4,-80.53,-76.0,8
13116,24853,120,2,-83.0,-81.0,8
13116,25171,287,1,-83.0,-83.0,8
13116,25323,60,1,-87.0,-87.0,8
13116,25544,989,4,-78.22,-75.6,8
13116,25947,425,1,-83.6,-83.6,8
13116,26127,6642,19,-79.8,-65.0,8
13116,26999,23761,14,-67.85,-48.14,8
13116,31372,421,5,-86.7,-85.5,8
13116,31583,60,1,-64.0,-64.0,8
13116,32174,319,2,-82.5,-82.0,8
13116,32899,99852,19,-75.55,-65.56,8
13116,36006,841,3,-75.06,-64.18,8
13116,36951,184,2,-80.5,-79.0,8
13116,37617,360,6,-84.0,-82.0,8
13116,38901,80,1,-85.5,-85.5,8
13116,39701,60,1,-73.0,-73.0,8
13116,40557,595,5,-82.4,-75.0,8
13116,40629,146,2,-80.5,-76.0,8
13116,44520,1469,8,-82.75,-80.0,8
13116,44947,948,5,-79.8,-72.5,8
13116,45292,147,1,-85.0,-85.0,8
13116,45945,60,1,-81.0,-81.0,8
13116,46021,60,1,-81.0,-81.0,8
13116,46584,60,1,-79.0,-79.0,8
13116,46654,380,3,-81.22,-78.67,8
13116,50709,60,1,-80.0,-80.0,8
13116,50869,120,2,-80.0,-79.0,8
13116,50947,172,1,-87.0,-87.0,8
13116,51552,120,2,-85.5,-83.0,8
13116,51597,60,1,-84.0,-84.0,8
13116,51722,963,11,-82.18,-78.0,8
13116,52441,60,1,-84.0,-84.0,8
13116,52615,212,2,-82.08,-81.5,8
13116,55464,180,3,-86.0,-85.0,8
13116,55594,60,1,-84.0,-84.0,8
13116,57637,594,8,-81.69,-78.0,8
13116,57896,185,3,-80.17,-79.0,8
13116,58909,60,1,-80.0,-80.0,8
13116,59367,60,1,-82.0,-82.0,8
13116,61280,60,1,-87.0,-87.0,8
13116,62555,736,2,-57.07,-53.92,8
13116,63188,218,2,-85.5,-83.0,8
13116,63817,3904,27,-80.99,-71.0,8
13116,66754,270,3,-81.78,-80.33,8
13116,66991,120,2,-83.5,-82.0,8
13116,68494,2205,4,-80.09,-78.75,8
13116,69669,362,1,-79.25,-79.25,8
13116,70889,60,1,-78.0,-78.0,8
13116,71518,60,1,-71.0,-71.0,8
13116,71627,287,3,-82.33,-81.0,8
13116,71700,1411,12,-82.59,-76.5,8
13116,72700,107159,55,-77.5,-67.64,8
13116,74916,120,2,-82.5,-81.0,8
13116,75178,1179,3,-81.71,-77.86,8
13116,75261,120,2,-83.5,-82.0,8
13116,75468,60,1,-82.0,-82.0,8
13116,77023,910,4,-79.36,-76.83,8
13116,78062,60,1,-85.0,-85.0,8
13116,78638,180,3,-84.67,-83.0,8
13116,78911,265,1,-81.0,-81.0,8
13116,78966,60,1,-80.0,-80.0,8
13116,80058,2386,4,-76.34,-68.4,8
13116,80193,120,2,-73.0,-69.0,8
13116,82060,60,1,-81.0,-81.0,8
13116,82282,83,1,-75.0,-75.0,8
13116,84625,184,2,-82.5,-79.0,8
13116,85596,402,2,-83.92,-83.83,8
13116,86237,60,1,-78.0,-78.0,8
13116,88175,1826,11,-83.14,-80.0,8
13116,89827,427,4,-81.56,-81.0,8
13799,13882,519,1,-83.33,-83.33,8
13799,13896,242,1,-83.75,-83.75,8
13799,14188,60,1,-72.0,-72.0,8
13799,14962,60,1,-85.0,-85.0,8
13799,15071,177,2,-64.33,-46.0,8
13799,15723,60,1,-87.0,-87.0,8
13799,15776,283,3,-85.94,-85.33,8
13799,16313,118,1,-82.5,-82.5,8
13799,16495,836,7,-82.89,-78.0,8
13799,16933,1343,11,-83.4,-74.5,8
13799,17353,199,1,-86.5,-86.5,8
13799,18344,1161,8,-78.01,-68.0,8
13799,18394,4568,15,-80.45,-74.0,8
13799,18420,188,2,-81.0,-81.0,8
13799,19066,180,2,-79.0,-77.0,8
13799,19844,507,8,-82.31,-79.0,8
13799,21350,60,1,-86.0,-86.0,8
13799,22617,558,3,-83.01,-82.0,8
13799,22745,60,1,-75.0,-75.0,8
13799,22931,60,1,-86.0,-86.0,8
13799,23040,8325,10,-81.64,-77.27,8
13799,23144,295,3,-70.78,-60.0,8
13799,23642,60,1,-70.0,-70.0,8
13799,24543,60,1,-64.0,-64.0,8
13799,25323,60,1,-84.0,-84.0,8
13799,25494,323,3,-81.0,-78.5,8
13799,25544,987,8,-86.36,-81.8,8
13799,25947,572,4,-84.62,-77.0,8
13799,26127,862,5,-82.99,-73.93,8
13799,26999,804,4,-79.83,-70.0,8
13799,29914,60,1,-79.0,-79.0,8
13799,30952,60,1,-89.0,-89.0,8
13799,31372,431,1,-72.5,-72.5,8
13799,31583,628,4,-82.73,-78.6,8
13799,32174,153,2,-85.0,-84.0,8
13799,32899,60,1,-84.0,-84.0,8
13799,33094,186,2,-85.92,-85.33,8
13799,34853,142,2,-75.25,-75.0,8
13799,37617,5128,21,-81.12,-70.5,8
13799,38823,177,2,-84.83,-81.67,8
13799,38927,507,2,-80.14,-78.0,8
13799,39253,60,1,-74.0,-74.0,8
13799,39783,120,2,-83.5,-83.0,8
13799,40557,1521,12,-85.26,-80.0,8
13799,41393,120,2,-81.0,-77.0,8
13799,44520,421,3,-82.92,-81.0,8
13799,45000,61,1,-82.5,-82.5,8
13799,45292,989,2,-83.62,-83.24,8
13799,45945,2284,16,-81.59,-73.5,8
13799,46021,60,1,-72.0,-72.0,8
13799,46584,202,2,-82.9,-81.8,8
13799,46654,16354,89,-86.22,-81.0,8
13799,48187,10853,16,-71.24,-58.0,8
13799,48990,93,1,-77.5,-77.5,8
13799,50869,563,2,-81.31,-78.0,8
13799,50947,60,1,-82.0,-82.0,8
13799,51675,60,1,-78.0,-78.0,8
13799,51722,393,5,-84.8,-82.5,8
13799,53275,180,3,-76.33,-67.0,8
13799,53884,528,3,-83.72,-82.8,8
13799,55464,675,4,-73.79,-68.0,8
13799,57637,1507,7,-81.84,-80.7,8
13799,57896,120,2,-83.5,-80.0,8
13799,58909,60,1,-85.0,-85.0,8
13799,62560,3962,11,-76.31,-67.5,8
13799,63063,120,2,-83.5,-83.0,8
13799,63188,850,5,-78.4,-76.0,8
13799,63757,1658,11,-81.48,-75.4,8
13799,63817,536,2,-81.44,-76.89,8
13799,64772,60,1,-85.0,-85.0,8
13799,66052,651,4,-67.98,-61.8,8
13799,66245,5935,2,-75.19,-73.38,8
13799,66404,183,2,-84.83,-83.67,8
13799,67947,60,1,-88.0,-88.0,8
13799,68494,298,3,-86.56,-85.67,8
13799,68533,244,2,-82.88,-82.25,8
13799,69065,1389,5,-83.12,-80.0,8
13799,70889,632,8,-73.94,-71.0,8
13799,71518,60,1,-84.0,-84.0,8
13799,71627,1471,9,-81.61,-74.5,8
13799,72700,418,3,-85.75,-84.75,8
13799,72746,141,2,-84.25,-83.5,8
