egoid,study_week,stata_week,indegree,outdegree,total_degree,sms_in,sms_out,total_sms,voice_in,voice_out,total_voice,total_communication
70889,91,2775,16,17,33,145,135,280,2,3,5,285
71518,91,2775,7,6,13,29,26,55,5,8,13,68
71627,91,2775,24,25,49,267,243,510,6,15,21,531
72746,91,2775,16,19,35,130,159,289,11,22,33,322
73175,91,2775,8,10,18,113,135,248,0,8,8,256
73303,91,2775,10,13,23,499,412,911,13,10,23,934
75261,91,2775,21,29,50,332,334,666,16,65,81,747
75468,91,2775,9,13,22,45,66,111,15,44,59,170
76313,91,2775,28,36,64,343,345,688,24,19,43,731
77023,91,2775,10,19,29,165,156,321,6,46,52,373
78062,91,2775,7,7,14,348,369,717,4,15,19,736
78911,91,2775,13,13,26,431,111,542,9,12,21,563
78966,91,2775,15,15,30,488,53,541,2,13,15,556
80058,91,2775,39,36,75,294,221,515,24,32,56,571
80193,91,2775,9,13,22,557,500,1057,4,20,24,1081
82060,91,2775,13,14,27,124,104,228,21,28,49,277
82282,91,2775,6,6,12,89,103,192,2,17,19,211
84625,91,2775,1,0,1,1,0,1,0,0,0,1
85596,91,2775,19,21,40,311,277,588,3,10,13,601
85970,91,2775,19,18,37,578,632,1210,8,7,15,1225
86237,91,2775,5,6,11,10,14,24,0,2,2,26
86352,91,2775,8,12,20,26,24,50,9,21,30,80
86727,91,2775,8,8,16,703,597,1300,1,3,4,1304
88133,91,2775,19,28,47,192,184,376,19,32,51,427
88175,91,2775,10,12,22,94,64,158,0,6,6,164
89827,91,2775,11,12,23,108,78,186,8,28,36,222
10281,92,2776,15,16,31,620,570,1190,8,10,18,1208
10841,92,2776,9,12,21,54,51,105,9,24,33,138
11692,92,2776,7,5,12,16,18,34,8,7,15,49
13799,92,2776,11,13,24,197,236,433,4,56,60,493
13882,92,2776,12,14,26,60,61,121,4,5,9,130
15071,92,2776,4,5,9,85,65,150,9,3,12,162
15776,92,2776,15,19,34,125,108,233,7,18,25,258
17353,92,2776,9,7,16,157,114,271,4,6,10,281
18344,92,2776,6,7,13,16,15,31,7,11,18,49
18420,92,2776,9,10,19,20,13,33,2,13,15,48
19066,92,2776,10,12,22,75,65,140,4,11,15,155
23040,92,2776,12,13,25,146,136,282,2,4,6,288
23642,92,2776,3,3,6,5,3,8,1,2,3,11
24853,92,2776,11,9,20,64,51,115,1,9,10,125
25323,92,2776,2,0,2,53,0,53,0,0,0,53
25544,92,2776,5,6,11,5,7,12,0,0,0,12
26127,92,2776,14,15,29,75,67,142,23,21,44,186
26425,92,2776,9,9,18,13,10,23,9,19,28,51
30076,92,2776,15,18,33,138,158,296,4,12,16,312
30952,92,2776,11,7,18,47,38,85,5,5,10,95
31372,92,2776,3,7,10,101,97,198,1,8,9,207
32100,92,2776,17,15,32,181,180,361,10,7,17,378
32174,92,2776,13,12,25,59,46,105,6,9,15,120
32899,92,2776,3,2,5,4,2,6,1,3,4,10
34250,92,2776,9,11,20,63,61,124,5,6,11,135
35227,92,2776,11,13,24,226,243,469,3,14,17,486
36006,92,2776,3,2,5,8,8,16,3,1,4,20
36951,92,2776,38,36,74,291,315,606,7,3,10,616
37617,92,2776,16,19,35,347,195,542,6,16,22,564
38823,92,2776,8,9,17,87,76,163,2,3,5,168
38893,92,2776,8,10,18,41,29,70,2,8,10,80
39701,92,2776,18,20,38,358,412,770,12,47,59,829
39783,92,2776,12,18,30,267,225,492,8,24,32,524
41393,92,2776,10,7,17,54,37,91,5,4,9,100
44520,92,2776,8,6,14,3,1,4,8,8,16,20
44956,92,2776,18,25,43,66,75,141,10,28,38,179
45539,92,2776,10,11,21,257,228,485,3,0,3,488
45945,92,2776,7,8,15,59,54,113,1,7,8,121
46021,92,2776,14,13,27,207,166,373,11,24,35,408
46160,92,2776,6,5,11,34,30,64,2,5,7,71
46584,92,2776,7,12,19,12,12,24,1,13,14,38
46654,92,2776,18,16,34,495,448,943,34,55,89,1032
46771,92,2776,22,27,49,150,128,278,21,34,55,333
48187,92,2776,14,10,24,126,72,198,5,4,9,207
49294,92,2776,6,7,13,172,179,351,2,6,8,359
49597,92,2776,1,1,2,0,0,0,3,2,5,5
50181,92,2776,4,5,9,14,13,27,0,4,4,31
50709,92,2776,10,11,21,103,96,199,4,7,11,210
50947,92,2776,14,19,33,614,611,1225,1,10,11,1236
51597,92,2776,17,19,36,56,53,109,3,19,22,131
51675,92,2776,3,4,7,3,3,6,2,5,7,13
51722,92,2776,12,12,24,67,57,124,1,4,5,129
52067,92,2776,23,22,45,772,595,1367,11,8,19,1386
52385,92,2776,17,26,43,104,88,192,6,33,39,231
52635,92,2776,12,8,20,67,43,110,22,6,28,138
53275,92,2776,7,8,15,5,5,10,9,14,23,33
53884,92,2776,7,9,16,34,33,67,1,1,2,69
57637,92,2776,15,20,35,274,232,506,1,3,4,510
59367,92,2776,6,5,11,34,24,58,4,9,13,71
60482,92,2776,3,0,3,4,0,4,0,0,0,4
62555,92,2776,8,13,21,22,27,49,3,19,22,71
63063,92,2776,14,16,30,105,87,192,3,8,11,203
63188,92,2776,18,19,37,145,105,250,3,8,11,261
63757,92,2776,4,6,10,17,23,40,6,13,19,59
66052,92,2776,26,31,57,60,55,115,22,69,91,206
66245,92,2776,16,17,33,111,104,215,14,16,30,245
66404,92,2776,13,12,25,96,55,151,1,1,2,153
66754,92,2776,12,12,24,249,245,494,0,8,8,502
66991,92,2776,2,2,4,3,4,7,0,0,0,7
68494,92,2776,4,4,8,1,0,1,4,4,8,9
68533,92,2776,12,16,28,78,55,133,9,11,20,153
68633,92,2776,8,10,18,73,61,134,10,14,24,158
69065,92,2776,7,4,11,39,33,72,0,0,0,72
70889,92,2776,14,12,26,94,93,187,3,2,5,192
71627,92,2776,18,19,37,135,99,234,4,8,12,246
71700,92,2776,1,0,1,1,0,1,0,0,0,1
72746,92,2776,10,11,21,48,50,98,3,1,4,102
73175,92,2776,9,10,19,145,160,305,4,6,10,315
73303,92,2776,10,11,21,428,384,812,3,6,9,821
75261,92,2776,18,19,37,298,309,607,20,56,76,683
75468,92,2776,9,11,20,38,44,82,5,14,19,101
76313,92,2776,10,11,21,90,71,161,3,13,16,177
77023,92,2776,11,19,30,45,53,98,10,53,63,161
78062,92,2776,7,7,14,238,260,498,7,10,17,515
78911,92,2776,13,15,28,70,75,145,3,4,7,152
80058,92,2776,25,26,51,205,170,375,3,3,6,381
80193,92,2776,25,30,55,827,779,1606,40,98,138,1744
82060,92,2776,11,10,21,103,87,190,8,15,23,213
82282,92,2776,2,4,6,19,21,40,2,2,4,44
84841,92,2776,12,15,27,40,37,77,14,22,36,113
85970,92,2776,15,14,29,598,657,1255,2,4,6,1261
86237,92,2776,7,9,16,30,36,66,0,1,1,67
86352,92,2776,7,7,14,21,25,46,6,13,19,65
86727,92,2776,10,10,20,616,548,1164,3,0,3,1167
88133,92,2776,15,18,33,118,101,219,12,14,26,245
88175,92,2776,7,8,15,33,26,59,0,5,5,64
89827,92,2776,10,10,20,155,111,266,12,19,31,297
10281,93,2777,13,15,28,688,649,1337,11,7,18,1355
10841,93,2777,13,10,23,48,51,99,7,14,21,120
11692,93,2777,9,10,19,116,114,230,24,14,38,268
13799,93,2777,13,49,62,245,264,509,5,75,80,589
13882,93,2777,13,16,29,110,107,217,2,15,17,234
15071,93,2777,3,5,8,110,88,198,10,6,16,214
15776,93,2777,16,20,36,72,59,131,3,17,20,151
17353,93,2777,8,7,15,114,75,189,5,10,15,204
18344,93,2777,4,4,8,16,15,31,1,1,2,33
18420,93,2777,4,4,8,0,1,1,5,4,9,10
19066,93,2777,15,25,40,130,121,251,4,29,33,284
23040,93,2777,9,9,18,91,95,186,3,1,4,190
23642,93,2777,5,4,9,9,9,18,0,5,5,23
24853,93,2777,10,11,21,49,26,75,5,9,14,89
25544,93,2777,0,2,2,0,3,3,0,0,0,3
26127,93,2777,11,12,23,58,49,107,29,21,50,157
26425,93,2777,9,10,19,53,19,72,1,15,16,88
29914,93,2777,0,1,1,0,1,1,0,0,0,1
30076,93,2777,17,15,32,99,108,207,3,3,6,213
30952,93,2777,8,12,20,8,6,14,9,28,37,51
31372,93,2777,4,8,12,137,134,271,1,6,7,278
32100,93,2777,26,33,59,508,490,998,13,35,48,1046
32174,93,2777,9,11,20,69,52,121,4,8,12,133
32899,93,2777,4,5,9,7,7,14,3,13,16,30
34250,93,2777,10,11,21,68,69,137,16,14,30,167
35227,93,2777,14,15,29,78,81,159,7,9,16,175
36006,93,2777,4,6,10,31,27,58,2,6,8,66
36951,93,2777,19,23,42,109,115,224,5,11,16,240
37617,93,2777,16,18,34,296,172,468,8,16,24,492
38823,93,2777,7,8,15,55,54,109,2,3,5,114
38893,93,2777,9,13,22,96,86,182,9,15,24,206
39701,93,2777,17,19,36,210,223,433,11,22,33,466
39783,93,2777,11,12,23,93,89,182,8,21,29,211
41393,93,2777,10,9,19,134,100,234,8,1,9,243
44520,93,2777,3,6,9,1,1,2,2,8,10,12
44956,93,2777,10,11,21,64,83,147,5,6,11,158
45539,93,2777,7,6,13,296,267,563,5,3,8,571
45945,93,2777,7,8,15,91,71,162,0,5,5,167
46021,93,2777,13,15,28,105,89,194,2,8,10,204
46160,93,2777,3,1,4,3,0,3,0,1,1,4
46584,93,2777,16,28,44,31,24,55,11,62,73,128
46654,93,2777,13,13,26,297,242,539,21,36,57,596
46771,93,2777,21,23,44,151,104,255,5,25,30,285
49294,93,2777,4,6,10,165,163,328,1,6,7,335
49597,93,2777,2,3,5,2,4,6,1,5,6,12
50181,93,2777,9,9,18,7,0,7,10,22,32,39
50709,93,2777,19,18,37,129,97,226,1,2,3,229
50947,93,2777,16,17,33,353,362,715,4,7,11,726
51597,93,2777,12,17,29,32,22,54,4,34,38,92
51675,93,2777,2,3,5,2,0,2,1,8,9,11
51722,93,2777,11,8,19,56,46,102,5,4,9,111
52067,93,2777,20,22,42,895,785,1680,12,7,19,1699
52385,93,2777,12,14,26,35,35,70,3,10,13,83
52635,93,2777,12,11,23,72,23,95,26,15,41,136
53275,93,2777,6,11,17,30,24,54,5,25,30,84
53884,93,2777,6,5,11,47,36,83,0,0,0,83
55594,93,2777,0,5,5,0,14,14,0,0,0,14
57637,93,2777,9,18,27,217,208,425,4,7,11,436
59367,93,2777,5,3,8,17,6,23,0,3,3,26
60482,93,2777,1,0,1,2,0,2,0,0,0,2
62555,93,2777,9,14,23,34,37,71,2,14,16,87
63063,93,2777,15,17,32,103,93,196,2,3,5,201
63188,93,2777,24,26,50,173,159,332,8,13,21,353
63757,93,2777,6,5,11,8,7,15,3,9,12,27
66052,93,2777,25,33,58,114,111,225,33,82,115,340
66245,93,2777,20,21,41,203,215,418,13,19,32,450
66404,93,2777,14,11,25,119,24,143,0,2,2,145
66754,93,2777,21,22,43,377,362,739,11,31,42,781
68633,93,2777,8,7,15,81,61,142,12,26,38,180
69065,93,2777,12,10,22,201,146,347,1,4,5,352
70889,93,2777,12,10,22,116,98,214,1,1,2,216
71518,93,2777,2,0,2,2,0,2,0,0,0,2
71627,93,2777,27,31,58,284,232,516,9,37,46,562
72746,93,2777,12,13,25,37,43,80,4,6,10,90
73175,93,2777,10,9,19,107,100,207,3,5,8,215
75261,93,2777,18,20,38,239,255,494,7,39,46,540
75468,93,2777,7,9,16,11,12,23,2,7,9,32
76313,93,2777,8,7,15,127,89,216,6,10,16,232
77023,93,2777,7,11,18,36,49,85,0,13,13,98
78062,93,2777,8,7,15,254,280,534,5,7,12,546
78911,93,2777,14,15,29,121,135,256,3,4,7,263
80058,93,2777,18,18,36,383,313,696,7,14,21,717
80193,93,2777,18,20,38,375,307,682,22,68,90,772
82060,93,2777,3,4,7,16,15,31,3,6,9,40
82282,93,2777,6,5,11,26,32,58,3,1,4,62
84841,93,2777,16,16,32,61,60,121,17,41,58,179
85970,93,2777,18,20,38,565,611,1176,5,20,25,1201
86237,93,2777,2,1,3,3,1,4,0,0,0,4
86352,93,2777,9,9,18,22,27,49,4,10,14,63
86727,93,2777,7,7,14,651,570,1221,0,1,1,1222
88133,93,2777,16,18,34,149,138,287,12,15,27,314
88175,93,2777,9,14,23,78,69,147,0,15,15,162
89827,93,2777,14,12,26,204,147,351,17,21,38,389
10281,94,2778,14,18,32,748,665,1413,8,19,27,1440
10841,94,2778,11,9,20,72,69,141,4,9,13,154
11692,94,2778,8,9,17,130,141,271,17,14,31,302
13799,94,2778,15,19,34,307,321,628,3,38,41,669
13882,94,2778,12,16,28,84,75,159,4,9,13,172
15071,94,2778,7,7,14,116,110,226,22,12,34,260
15776,94,2778,24,24,48,145,140,285,8,18,26,311
17353,94,2778,1,0,1,2,0,2,0,0,0,2
18420,94,2778,5,2,7,1,0,1,4,2,6,7
19066,94,2778,22,21,43,164,141,305,8,15,23,328
23040,94,2778,9,10,19,101,92,193,1,0,1,194
23642,94,2778,6,5,11,26,17,43,1,7,8,51
24853,94,2778,10,9,19,44,24,68,0,5,5,73
25544,94,2778,4,4,8,11,13,24,0,0,0,24
25947,94,2778,6,4,10,15,10,25,0,0,0,25
26127,94,2778,12,13,25,107,113,220,26,33,59,279
26425,94,2778,13,13,26,48,30,78,5,6,11,89
30076,94,2778,13,16,29,102,106,208,3,4,7,215
30952,94,2778,6,5,11,36,22,58,2,0,2,60
31372,94,2778,5,5,10,259,267,526,1,2,3,529
32100,94,2778,19,24,43,324,327,651,10,29,39,690
32174,94,2778,8,8,16,24,20,44,8,6,14,58
32899,94,2778,1,3,4,11,15,26,0,4,4,30
34250,94,2778,12,15,27,49,45,94,20,23,43,137
35227,94,2778,8,8,16,79,83,162,7,8,15,177
36006,94,2778,3,3,6,15,12,27,2,3,5,32
36951,94,2778,19,17,36,132,125,257,3,1,4,261
37617,94,2778,13,13,26,321,177,498,4,15,19,517
38823,94,2778,10,10,20,51,48,99,2,5,7,106
38893,94,2778,9,10,19,52,33,85,6,11,17,102
39701,94,2778,22,23,45,211,224,435,4,15,19,454
39783,94,2778,14,17,31,208,193,401,9,33,42,443
40629,94,2778,7,6,13,35,33,68,4,5,9,77
41393,94,2778,15,16,31,63,50,113,0,1,1,114
44520,94,2778,4,6,10,48,42,90,1,5,6,96
44956,94,2778,8,10,18,26,37,63,1,11,12,75
45539,94,2778,7,6,13,273,253,526,6,3,9,535
45945,94,2778,8,8,16,82,83,165,1,5,6,171
46160,94,2778,4,4,8,15,16,31,0,5,5,36
46584,94,2778,8,7,15,10,1,11,7,7,14,25
46654,94,2778,14,17,31,259,250,509,32,61,93,602
49294,94,2778,5,6,11,185,178,363,2,12,14,377
49597,94,2778,3,6,9,19,19,38,1,3,4,42
50181,94,2778,6,9,15,9,6,15,4,12,16,31
50709,94,2778,8,7,15,41,34,75,4,10,14,89
50947,94,2778,12,13,25,443,435,878,2,4,6,884
51597,94,2778,10,14,24,28,21,49,6,12,18,67
51675,94,2778,2,3,5,2,0,2,2,4,6,8
51722,94,2778,7,11,18,46,40,86,3,5,8,94
52067,94,2778,35,36,71,999,957,1956,4,7,11,1967
52385,94,2778,10,10,20,42,48,90,1,4,5,95
52635,94,2778,10,10,20,55,43,98,22,14,36,134
53275,94,2778,7,11,18,10,9,19,8,30,38,57
53884,94,2778,7,8,15,77,59,136,3,2,5,141
55594,94,2778,0,7,7,0,6,6,0,3,3,9
57637,94,2778,13,17,30,232,232,464,4,9,13,477
59367,94,2778,3,6,9,22,17,39,0,3,3,42
62555,94,2778,2,7,9,4,1,5,0,17,17,22
63063,94,2778,22,22,44,165,112,277,4,17,21,298
63188,94,2778,12,13,25,91,90,181,3,9,12,193
63757,94,2778,6,8,14,17,15,32,4,6,10,42
66052,94,2778,33,42,75,197,160,357,27,83,110,467
66245,94,2778,15,16,31,121,123,244,15,20,35,279
66404,94,2778,9,9,18,96,52,148,0,2,2,150
66754,94,2778,7,8,15,234,220,454,1,9,10,464
68494,94,2778,2,3,5,1,1,2,1,2,3,5
68633,94,2778,13,13,26,96,80,176,12,18,30,206
69065,94,2778,7,1,8,75,0,75,0,1,1,76
70889,94,2778,13,10,23,63,65,128,1,0,1,129
71518,94,2778,13,11,24,47,43,90,9,17,26,116
71627,94,2778,28,37,65,198,171,369,8,24,32,401
72746,94,2778,12,14,26,51,77,128,6,11,17,145
73175,94,2778,9,10,19,58,63,121,1,5,6,127
75261,94,2778,18,19,37,230,217,447,12,43,55,502
75468,94,2778,9,14,23,24,29,53,3,10,13,66
76313,94,2778,5,7,12,186,148,334,0,4,4,338
78062,94,2778,2,0,2,2,0,2,0,0,0,2
78911,94,2778,13,14,27,274,271,545,3,12,15,560
80058,94,2778,18,16,34,310,231,541,3,5,8,549
80193,94,2778,12,16,28,490,492,982,14,30,44,1026
82282,94,2778,4,5,9,12,18,30,3,4,7,37
83568,94,2778,9,13,22,90,59,149,11,8,19,168
84841,94,2778,26,17,43,188,149,337,33,59,92,429
85970,94,2778,19,19,38,394,455,849,2,28,30,879
86237,94,2778,4,2,6,3,4,7,2,0,2,9
86727,94,2778,9,6,15,471,407,878,1,0,1,879
88133,94,2778,15,18,33,98,84,182,12,17,29,211
88175,94,2778,22,22,44,84,64,148,0,3,3,151
89827,94,2778,12,16,28,106,66,172,12,38,50,222
10281,95,2779,9,10,19,557,483,1040,9,14,23,1063
10841,95,2779,18,16,34,60,52,112,2,12,14,126
11692,95,2779,9,7,16,105,89,194,9,3,12,206
13799,95,2779,15,13,28,376,396,772,5,32,37,809
13882,95,2779,17,25,42,134,147,281,4,18,22,303
15071,95,2779,5,3,8,136,147,283,13,5,18,301
15776,95,2779,17,16,33,73,56,129,7,12,19,148
18420,95,2779,9,2,11,7,4,11,5,0,5,16
19066,95,2779,16,20,36,134,129,263,10,23,33,296
23040,95,2779,11,9,20,105,117,222,4,5,9,231
23642,95,2779,7,5,12,101,109,210,13,12,25,235
24853,95,2779,3,4,7,14,9,23,1,7,8,31
25544,95,2779,7,4,11,13,6,19,2,1,3,22
25947,95,2779,13,11,24,64,33,97,6,5,11,108
26127,95,2779,7,8,15,28,31,59,40,38,78,137
26425,95,2779,10,7,17,52,33,85,2,4,6,91
30076,95,2779,14,17,31,66,61,127,6,12,18,145
30952,95,2779,1,0,1,1,0,1,0,0,0,1
31372,95,2779,12,12,24,319,327,646,2,12,14,660
32100,95,2779,17,22,39,278,263,541,7,26,33,574
32174,95,2779,11,11,22,39,24,63,12,14,26,89
32899,95,2779,4,5,9,7,8,15,4,7,11,26
34250,95,2779,15,15,30,41,38,79,34,52,86,165
35227,95,2779,3,0,3,3,0,3,0,0,0,3
36006,95,2779,5,3,8,7,6,13,4,1,5,18
36951,95,2779,17,15,32,131,117,248,5,6,11,259
37617,95,2779,16,15,31,265,199,464,2,7,9,473
38823,95,2779,7,9,16,67,62,129,3,2,5,134
38893,95,2779,8,7,15,28,28,56,3,5,8,64
39701,95,2779,22,28,50,237,254,491,6,6,12,503
39783,95,2779,17,17,34,165,158,323,5,14,19,342
40629,95,2779,15,11,26,86,68,154,6,6,12,166
41393,95,2779,15,11,26,66,41,107,9,7,16,123
44520,95,2779,5,4,9,1,0,1,4,5,9,10
44956,95,2779,13,18,31,50,76,126,1,15,16,142
45539,95,2779,12,7,19,297,255,552,11,4,15,567
45945,95,2779,9,8,17,105,117,222,3,9,12,234
46160,95,2779,15,15,30,56,42,98,3,23,26,124
46584,95,2779,8,4,12,13,1,14,1,8,9,23
46654,95,2779,15,13,28,332,309,641,38,35,73,714
49294,95,2779,6,5,11,341,359,700,1,3,4,704
49597,95,2779,4,6,10,26,25,51,3,7,10,61
50181,95,2779,15,10,25,20,9,29,11,14,25,54
50709,95,2779,6,5,11,36,29,65,0,8,8,73
50947,95,2779,14,18,32,758,725,1483,3,18,21,1504
51597,95,2779,16,13,29,51,47,98,7,12,19,117
51675,95,2779,5,6,11,6,2,8,4,15,19,27
51722,95,2779,14,11,25,56,45,101,12,14,26,127
52067,95,2779,20,20,40,740,700,1440,16,7,23,1463
52385,95,2779,16,20,36,182,147,329,2,8,10,339
52635,95,2779,10,10,20,46,35,81,10,12,22,103
53275,95,2779,9,11,20,14,13,27,18,33,51,78
53884,95,2779,6,3,9,10,10,20,2,1,3,23
55594,95,2779,0,4,4,0,3,3,0,1,1,4
57637,95,2779,15,14,29,240,229,469,5,3,8,477
59367,95,2779,10,12,22,22,22,44,4,17,21,65
62555,95,2779,3,3,6,3,1,4,0,4,4,8
63063,95,2779,21,20,41,203,178,381,5,25,30,411
63188,95,2779,14,14,28,127,85,212,0,4,4,216
63757,95,2779,3,9,12,5,10,15,0,13,13,28
66052,95,2779,47,52,99,191,155,346,32,64,96,442
66245,95,2779,21,19,40,162,159,321,20,23,43,364
66404,95,2779,13,12,25,78,48,126,1,6,7,133
66754,95,2779,16,15,31,366,355,721,3,16,19,740
68494,95,2779,19,23,42,583,450,1033,10,20,30,1063
69065,95,2779,1,0,1,1,0,1,0,0,0,1
70889,95,2779,11,10,21,123,104,227,0,0,0,227
71518,95,2779,11,10,21,42,40,82,2,13,15,97
71627,95,2779,18,18,36,96,68,164,5,20,25,189
72746,95,2779,11,10,21,46,60,106,2,2,4,110
73175,95,2779,8,8,16,31,31,62,2,15,17,79
75261,95,2779,27,31,58,168,164,332,8,50,58,390
75468,95,2779,6,8,14,29,17,46,2,6,8,54
76313,95,2779,9,10,19,83,62,145,0,5,5,150
78062,95,2779,2,0,2,2,0,2,0,0,0,2
78911,95,2779,19,22,41,259,262,521,7,18,25,546
80058,95,2779,18,16,34,311,241,552,7,1,8,560
80193,95,2779,7,10,17,460,447,907,15,52,67,974
82282,95,2779,7,4,11,33,36,69,5,8,13,82
83568,95,2779,9,0,9,13,0,13,1,0,1,14
84841,95,2779,20,23,43,201,190,391,13,32,45,436
85970,95,2779,25,24,49,471,530,1001,9,20,29,1030
86237,95,2779,5,4,9,21,21,42,0,0,0,42
86727,95,2779,6,5,11,377,330,707,1,0,1,708
88133,95,2779,14,13,27,119,96,215,14,15,29,244
88175,95,2779,10,9,19,54,54,108,1,2,3,111
89827,95,2779,13,12,25,158,100,258,20,20,40,298
10281,96,2780,10,10,20,565,538,1103,3,23,26,1129
10841,96,2780,12,10,22,41,36,77,4,12,16,93
11692,96,2780,10,9,19,110,118,228,12,7,19,247
13799,96,2780,13,14,27,181,185,366,5,32,37,403
13882,96,2780,15,13,28,114,107,221,2,11,13,234
15071,96,2780,6,7,13,165,159,324,8,11,19,343
15776,96,2780,11,20,31,59,35,94,3,21,24,118
17353,96,2780,1,0,1,6,0,6,0,0,0,6
18420,96,2780,0,2,2,0,1,1,0,1,1,2
19066,96,2780,19,22,41,139,149,288,5,26,31,319
23040,96,2780,11,11,22,125,120,245,0,4,4,249
23642,96,2780,3,3,6,14,16,30,1,5,6,36
24853,96,2780,3,2,5,7,3,10,0,0,0,10
25544,96,2780,2,2,4,8,4,12,0,0,0,12
25947,96,2780,18,21,39,60,35,95,5,17,22,117
26127,96,2780,14,9,23,47,36,83,39,22,61,144
26425,96,2780,4,10,14,10,13,23,1,10,11,34
30076,96,2780,17,15,32,95,91,186,3,1,4,190
31372,96,2780,9,10,19,333,352,685,2,6,8,693
32100,96,2780,16,17,33,431,410,841,2,14,16,857
32174,96,2780,13,17,30,31,28,59,8,16,24,83
32899,96,2780,1,2,3,0,0,0,1,2,3,3
34250,96,2780,11,14,25,31,32,63,26,33,59,122
36006,96,2780,2,3,5,6,4,10,6,4,10,20
36951,96,2780,16,16,32,143,123,266,0,4,4,270
37617,96,2780,11,11,22,140,72,212,2,12,14,226
38823,96,2780,9,10,19,79,67,146,4,1,5,151
38893,96,2780,6,5,11,26,26,52,4,7,11,63
39701,96,2780,22,21,43,267,293,560,4,19,23,583
39783,96,2780,28,22,50,179,163,342,15,51,66,408
40629,96,2780,10,13,23,61,55,116,1,7,8,124
41393,96,2780,10,9,19,48,34,82,6,4,10,92
44520,96,2780,3,3,6,1,0,1,2,4,6,7
44956,96,2780,9,9,18,31,40,71,1,13,14,85
45539,96,2780,6,7,13,177,147,324,6,1,7,331
45945,96,2780,9,10,19,71,65,136,3,6,9,145
46160,96,2780,12,15,27,47,37,84,2,7,9,93
46584,96,2780,6,5,11,5,2,7,2,5,7,14
46654,96,2780,13,11,24,284,271,555,27,38,65,620
49294,96,2780,3,4,7,245,237,482,0,7,7,489
49597,96,2780,6,8,14,36,40,76,0,3,3,79
50181,96,2780,15,9,24,28,16,44,9,5,14,58
50709,96,2780,8,11,19,47,38,85,6,6,12,97
50947,96,2780,12,15,27,460,465,925,1,15,16,941
51597,96,2780,12,14,26,40,38,78,3,10,13,91
51675,96,2780,2,3,5,9,6,15,0,6,6,21
51722,96,2780,15,15,30,60,45,105,3,12,15,120
52067,96,2780,31,27,58,325,303,628,10,12,22,650
52385,96,2780,12,11,23,149,123,272,7,10,17,289
52635,96,2780,9,10,19,22,15,37,7,14,21,58
53275,96,2780,4,9,13,30,8,38,10,18,28,66
53884,96,2780,5,5,10,35,24,59,2,2,4,63
55594,96,2780,0,8,8,0,9,9,0,2,2,11
57637,96,2780,17,19,36,211,195,406,4,12,16,422
59367,96,2780,6,10,16,19,18,37,4,25,29,66
62555,96,2780,4,8,12,10,11,21,2,12,14,35
63063,96,2780,14,20,34,178,157,335,3,19,22,357
63188,96,2780,11,11,22,74,62,136,5,7,12,148
63757,96,2780,5,8,13,4,2,6,1,10,11,17
66052,96,2780,29,36,65,155,129,284,32,77,109,393
66245,96,2780,17,24,41,149,139,288,16,24,40,328
66404,96,2780,18,18,36,200,99,299,1,3,4,303
66754,96,2780,9,10,19,235,261,496,1,4,5,501
68494,96,2780,17,21,38,524,387,911,11,18,29,940
69065,96,2780,2,0,2,100,0,100,0,0,0,100
70889,96,2780,8,7,15,36,29,65,1,5,6,71
71518,96,2780,6,5,11,49,50,99,1,6,7,106
71627,96,2780,23,30,53,133,131,264,9,29,38,302
72746,96,2780,11,13,24,55,77,132,8,12,20,152
73175,96,2780,7,6,13,17,13,30,3,4,7,37
73303,96,2780,2,0,2,1,0,1,1,0,1,2
75261,96,2780,29,37,66,395,361,756,10,112,122,878
75468,96,2780,6,10,16,18,22,40,4,8,12,52
76313,96,2780,9,9,18,109,94,203,2,10,12,215
78062,96,2780,1,0,1,1,0,1,0,0,0,1
78911,96,2780,11,12,23,70,79,149,4,9,13,162
80058,96,2780,10,9,19,72,58,130,4,2,6,136
80193,96,2780,10,18,28,391,397,788,30,64,94,882
82282,96,2780,4,5,9,5,11,16,1,3,4,20
83568,96,2780,7,7,14,120,24,144,2,7,9,153
84841,96,2780,18,17,35,118,104,222,14,33,47,269
85970,96,2780,22,21,43,389,429,818,3,13,16,834
86237,96,2780,5,4,9,9,6,15,0,1,1,16
86352,96,2780,2,1,3,2,1,3,0,0,0,3
86727,96,2780,8,6,14,545,485,1030,1,1,2,1032
88133,96,2780,14,11,25,54,47,101,10,8,18,119
88175,96,2780,10,11,21,60,53,113,0,6,6,119
89827,96,2780,9,11,20,65,45,110,9,23,32,142
10281,97,2781,9,15,24,766,625,1391,7,19,26,1417
10841,97,2781,12,9,21,45,21,66,5,8,13,79
11692,97,2781,9,8,17,103,92,195,4,3,7,202
13799,97,2781,21,43,64,309,359,668,7,32,39,707
13882,97,2781,12,12,24,149,157,306,1,0,1,307
15071,97,2781,2,5,7,78,88,166,8,5,13,179
15776,97,2781,16,18,34,103,94,197,7,19,26,223
18420,97,2781,6,4,10,13,11,24,1,2,3,27
19066,97,2781,27,33,60,150,139,289,11,40,51,340
23040,97,2781,9,8,17,113,96,209,2,3,5,214
23642,97,2781,3,4,7,24,28,52,0,0,0,52
24853,97,2781,5,4,9,9,6,15,0,4,4,19
25323,97,2781,2,2,4,2,3,5,0,0,0,5
25544,97,2781,4,3,7,11,10,21,0,0,0,21
25947,97,2781,18,16,34,53,33,86,5,12,17,103
26127,97,2781,9,6,15,12,11,23,20,21,41,64
