egoid,study_week,stata_week,indegree,outdegree,total_degree,sms_in,sms_out,total_sms,voice_in,voice_out,total_voice,total_communication
62560,-1,2683,1,0,1,34,0,34,0,0,0,34
10060,0,2684,0,1,1,0,1,1,0,0,0,1
10353,0,2684,33,18,51,68,41,109,2,0,2,111
10841,0,2684,5,7,12,28,34,62,0,9,9,71
11692,0,2684,1,0,1,1,0,1,0,0,0,1
13116,0,2684,26,35,61,225,266,491,48,108,156,647
14106,0,2684,1,0,1,0,0,0,3,0,3,3
14188,0,2684,9,34,43,33,66,99,1,9,10,109
15723,0,2684,1,0,1,1,0,1,0,0,0,1
16313,0,2684,35,66,101,142,188,330,3,5,8,338
17353,0,2684,4,5,9,2,2,4,5,9,14,18
18394,0,2684,5,2,7,52,49,101,2,0,2,103
18420,0,2684,3,2,5,1,0,1,2,2,4,5
18707,0,2684,2,0,2,3,0,3,2,0,2,5
19066,0,2684,2,5,7,7,8,15,0,6,6,21
19844,0,2684,3,3,6,5,4,9,4,8,12,21
20905,0,2684,13,17,30,31,25,56,4,28,32,88
22617,0,2684,12,13,25,113,101,214,13,11,24,238
22745,0,2684,17,17,34,82,78,160,0,1,1,161
22931,0,2684,34,68,102,132,171,303,11,15,26,329
24543,0,2684,5,5,10,6,4,10,1,3,4,14
24760,0,2684,4,6,10,47,49,96,1,8,9,105
25171,0,2684,0,1,1,0,0,0,0,1,1,1
26425,0,2684,9,8,17,49,44,93,6,11,17,110
26999,0,2684,13,13,26,89,118,207,14,56,70,277
28831,0,2684,0,5,5,0,2,2,0,3,3,5
29914,0,2684,2,0,2,22,0,22,0,0,0,22
30076,0,2684,2,2,4,9,8,17,0,0,0,17
30952,0,2684,13,17,30,22,24,46,33,65,98,144
31372,0,2684,4,10,14,39,37,76,0,8,8,84
31583,0,2684,1,1,2,1,1,2,0,0,0,2
32100,0,2684,0,4,4,0,1,1,0,3,3,4
32174,0,2684,1,3,4,1,0,1,0,3,3,4
33094,0,2684,2,1,3,2,1,3,0,0,0,3
34853,0,2684,38,74,112,110,151,261,3,12,15,276
35227,0,2684,1,4,5,1,3,4,0,3,3,7
36006,0,2684,3,3,6,3,3,6,0,1,1,7
36143,0,2684,6,8,14,13,8,21,4,10,14,35
36951,0,2684,1,0,1,1,0,1,0,0,0,1
38901,0,2684,9,10,19,18,12,30,3,8,11,41
39122,0,2684,15,28,43,40,49,89,7,16,23,112
39701,0,2684,0,3,3,0,0,0,0,3,3,3
40557,0,2684,4,4,8,11,10,21,0,2,2,23
40629,0,2684,1,1,2,3,3,6,0,0,0,6
40877,0,2684,2,3,5,14,20,34,0,1,1,35
41393,0,2684,1,1,2,1,1,2,0,0,0,2
44167,0,2684,5,6,11,22,15,37,2,7,9,46
44520,0,2684,0,1,1,0,0,0,0,2,2,2
44956,0,2684,1,1,2,0,0,0,1,1,2,2
45000,0,2684,10,11,21,21,25,46,1,5,6,52
45539,0,2684,1,1,2,3,2,5,0,0,0,5
45945,0,2684,18,11,29,119,106,225,0,0,0,225
46021,0,2684,7,8,15,53,45,98,1,7,8,106
46160,0,2684,2,4,6,4,5,9,0,0,0,9
46654,0,2684,7,8,15,55,51,106,4,8,12,118
46771,0,2684,9,14,23,43,40,83,3,6,9,92
48187,0,2684,1,1,2,1,1,2,0,0,0,2
48990,0,2684,3,2,5,7,8,15,2,0,2,17
49294,0,2684,4,6,10,53,41,94,2,19,21,115
50181,0,2684,7,12,19,7,3,10,5,22,27,37
50869,0,2684,6,5,11,18,15,33,1,2,3,36
51102,0,2684,6,5,11,21,19,40,0,1,1,41
51470,0,2684,2,4,6,34,24,58,1,6,7,65
51597,0,2684,4,3,7,3,1,4,4,9,13,17
51675,0,2684,1,3,4,0,0,0,4,5,9,9
52067,0,2684,1,1,2,2,2,4,0,0,0,4
52615,0,2684,18,17,35,36,29,65,5,29,34,99
52635,0,2684,6,6,12,23,6,29,6,15,21,50
52923,0,2684,1,1,2,0,0,0,1,2,3,3
53275,0,2684,3,9,12,14,17,31,1,18,19,50
53884,0,2684,1,1,2,2,2,4,1,0,1,5
55464,0,2684,5,3,8,9,6,15,2,5,7,22
57637,0,2684,9,12,21,13,19,32,1,3,4,36
57896,0,2684,12,15,27,82,92,174,2,12,14,188
60482,0,2684,4,7,11,5,9,14,0,7,7,21
60830,0,2684,15,25,40,79,77,156,25,44,69,225
61280,0,2684,7,6,13,23,20,43,3,5,8,51
62555,0,2684,10,21,31,46,40,86,18,85,103,189
62560,0,2684,16,16,32,97,52,149,7,11,18,167
63063,0,2684,5,5,10,16,17,33,0,1,1,34
63757,0,2684,3,0,3,3,0,3,0,0,0,3
65102,0,2684,2,7,9,6,4,10,4,21,25,35
65591,0,2684,21,13,34,68,65,133,36,44,80,213
66052,0,2684,10,12,22,22,7,29,22,40,62,91
66404,0,2684,1,2,3,5,0,5,4,2,6,11
66754,0,2684,6,6,12,11,12,23,1,2,3,26
66991,0,2684,3,4,7,10,8,18,1,5,6,24
68533,0,2684,1,1,2,0,0,0,1,2,3,3
69065,0,2684,1,0,1,1,0,1,0,0,0,1
69669,0,2684,4,10,14,36,38,74,6,16,22,96
70889,0,2684,4,4,8,11,8,19,1,2,3,22
71187,0,2684,1,1,2,1,0,1,0,2,2,3
71518,0,2684,0,1,1,0,0,0,0,1,1,1
71627,0,2684,5,0,5,6,0,6,0,0,0,6
71782,0,2684,2,3,5,7,12,19,2,0,2,21
72700,0,2684,0,1,1,0,0,0,0,1,1,1
75178,0,2684,9,12,21,7,8,15,26,41,67,82
75261,0,2684,4,6,10,9,7,16,1,7,8,24
75466,0,2684,4,3,7,4,1,5,1,4,5,10
76313,0,2684,2,1,3,0,0,0,4,1,5,5
77023,0,2684,0,1,1,0,1,1,0,0,0,1
77291,0,2684,27,26,53,66,60,126,7,2,9,135
77824,0,2684,17,11,28,84,73,157,2,3,5,162
78966,0,2684,9,13,22,54,15,69,2,4,6,75
79877,0,2684,2,0,2,1,0,1,1,0,1,2
80058,0,2684,7,10,17,21,27,48,0,2,2,50
82060,0,2684,1,1,2,0,0,0,1,1,2,2
83184,0,2684,3,5,8,12,11,23,1,8,9,32
84472,0,2684,13,15,28,218,207,425,4,17,21,446
85596,0,2684,26,27,53,226,215,441,3,15,18,459
85970,0,2684,4,2,6,9,10,19,1,0,1,20
86237,0,2684,2,2,4,3,1,4,2,1,3,7
86352,0,2684,5,12,17,18,18,36,8,17,25,61
86610,0,2684,1,1,2,2,1,3,0,0,0,3
86727,0,2684,4,6,10,16,16,32,0,1,1,33
88133,0,2684,1,1,2,3,2,5,1,0,1,6
88175,0,2684,2,1,3,6,2,8,2,2,4,12
89827,0,2684,2,6,8,3,5,8,0,1,1,9
10060,1,2685,12,13,25,51,66,117,11,28,39,156
10281,1,2685,12,11,23,516,488,1004,4,21,25,1029
10353,1,2685,26,22,48,267,258,525,11,20,31,556
10841,1,2685,19,28,47,125,151,276,10,80,90,366
11023,1,2685,18,23,41,92,108,200,10,30,40,240
11360,1,2685,20,25,45,250,289,539,11,51,62,601
11692,1,2685,23,24,47,692,680,1372,3,21,24,1396
13116,1,2685,31,35,66,526,563,1089,46,108,154,1243
13799,1,2685,35,56,91,143,195,338,7,33,40,378
13882,1,2685,34,51,85,348,385,733,4,11,15,748
13896,1,2685,13,14,27,70,77,147,16,35,51,198
14106,1,2685,25,52,77,89,112,201,4,16,20,221
14188,1,2685,16,21,37,89,115,204,7,19,26,230
14962,1,2685,47,50,97,581,446,1027,14,34,48,1075
15071,1,2685,5,7,12,245,182,427,21,30,51,478
15548,1,2685,8,10,18,126,142,268,16,15,31,299
15723,1,2685,21,30,51,109,123,232,2,33,35,267
16313,1,2685,35,38,73,470,494,964,14,27,41,1005
16495,1,2685,28,30,58,123,121,244,14,29,43,287
17041,1,2685,11,15,26,2,4,6,11,41,52,58
17353,1,2685,14,20,34,37,36,73,8,51,59,132
18344,1,2685,6,12,18,71,70,141,2,27,29,170
18394,1,2685,21,26,47,558,502,1060,10,17,27,1087
18420,1,2685,9,27,36,9,22,31,12,32,44,75
18707,1,2685,25,32,57,106,126,232,5,27,32,264
19066,1,2685,23,31,54,101,115,216,8,52,60,276
19844,1,2685,22,20,42,176,156,332,7,8,15,347
20905,1,2685,34,30,64,131,112,243,22,95,117,360
21350,1,2685,10,9,19,148,153,301,9,27,36,337
22540,1,2685,3,1,4,5,1,6,0,0,0,6
22617,1,2685,26,25,51,571,616,1187,10,9,19,1206
22745,1,2685,24,28,52,403,426,829,8,17,25,854
22931,1,2685,31,27,58,262,211,473,18,27,45,518
23040,1,2685,26,40,66,173,178,351,6,12,18,369
23642,1,2685,7,12,19,132,121,253,10,32,42,295
24543,1,2685,22,21,43,92,100,192,15,51,66,258
24760,1,2685,21,30,51,270,304,574,15,47,62,636
24853,1,2685,13,21,34,89,75,164,6,34,40,204
25171,1,2685,23,25,48,335,340,675,27,96,123,798
25323,1,2685,11,17,28,79,83,162,4,19,23,185
25494,1,2685,1,1,2,1,0,1,0,2,2,3
25544,1,2685,4,5,9,67,91,158,0,1,1,159
25947,1,2685,18,22,40,97,89,186,11,30,41,227
26127,1,2685,8,14,22,32,43,75,5,32,37,112
26425,1,2685,13,14,27,85,116,201,5,26,31,232
26999,1,2685,9,17,26,125,133,258,12,60,72,330
28831,1,2685,24,69,93,50,118,168,3,31,34,202
29914,1,2685,25,22,47,102,65,167,4,39,43,210
30076,1,2685,24,34,58,181,201,382,2,16,18,400
30952,1,2685,25,37,62,69,83,152,24,67,91,243
31372,1,2685,10,15,25,217,211,428,5,29,34,462
31583,1,2685,35,43,78,889,862,1751,15,50,65,1816
32100,1,2685,10,13,23,41,29,70,7,28,35,105
32174,1,2685,13,21,34,84,108,192,5,17,22,214
32899,1,2685,9,11,20,35,34,69,7,29,36,105
33094,1,2685,26,29,55,260,266,526,44,125,169,695
34250,1,2685,7,15,22,26,37,63,8,33,41,104
34853,1,2685,47,59,106,497,556,1053,17,52,69,1122
35227,1,2685,23,28,51,219,247,466,10,57,67,533
36006,1,2685,6,11,17,54,46,100,6,14,20,120
36143,1,2685,33,42,75,243,207,450,25,93,118,568
36951,1,2685,20,26,46,230,231,461,5,24,29,490
37617,1,2685,51,83,134,335,345,680,15,34,49,729
38823,1,2685,51,85,136,414,478,892,8,16,24,916
38893,1,2685,13,13,26,29,22,51,16,24,40,91
38901,1,2685,37,38,75,220,181,401,6,18,24,425
38927,1,2685,44,83,127,360,399,759,10,29,39,798
39122,1,2685,12,14,26,34,20,54,8,29,37,91
39253,1,2685,18,20,38,95,71,166,13,26,39,205
39701,1,2685,23,24,47,221,215,436,11,34,45,481
39783,1,2685,20,22,42,235,258,493,7,28,35,528
40557,1,2685,35,38,73,630,654,1284,33,55,88,1372
40629,1,2685,63,42,105,329,291,620,13,23,36,656
40997,1,2685,9,17,26,33,45,78,10,41,51,129
41393,1,2685,19,41,60,298,309,607,7,10,17,624
44167,1,2685,67,43,110,250,200,450,8,62,70,520
44520,1,2685,18,18,36,100,90,190,18,49,67,257
44947,1,2685,16,20,36,366,370,736,7,24,31,767
44956,1,2685,14,20,34,46,42,88,3,37,40,128
45000,1,2685,11,13,24,130,131,261,3,8,11,272
45292,1,2685,2,1,3,10,0,10,0,1,1,11
45539,1,2685,19,20,39,484,426,910,13,30,43,953
45945,1,2685,21,27,48,271,277,548,6,25,31,579
46021,1,2685,18,17,35,278,211,489,15,43,58,547
46160,1,2685,11,13,24,95,102,197,1,12,13,210
46654,1,2685,29,26,55,452,354,806,61,83,144,950
46771,1,2685,28,33,61,305,212,517,19,81,100,617
47230,1,2685,7,14,21,29,21,50,6,46,52,102
48187,1,2685,18,20,38,211,204,415,12,20,32,447
48429,1,2685,56,54,110,409,314,723,39,113,152,875
48990,1,2685,9,10,19,265,257,522,13,32,45,567
49294,1,2685,9,10,19,364,328,692,5,29,34,726
49597,1,2685,4,9,13,44,38,82,4,32,36,118
50181,1,2685,15,14,29,34,30,64,14,29,43,107
50709,1,2685,18,18,36,197,206,403,5,19,24,427
50869,1,2685,25,28,53,134,122,256,7,40,47,303
50947,1,2685,28,42,70,197,238,435,5,22,27,462
51102,1,2685,66,59,125,1745,1730,3475,29,73,102,3577
51470,1,2685,20,27,47,282,253,535,17,36,53,588
51597,1,2685,12,12,24,36,20,56,3,33,36,92
51675,1,2685,8,9,17,170,219,389,14,57,71,460
51722,1,2685,13,15,28,73,71,144,4,30,34,178
52067,1,2685,39,39,78,871,863,1734,12,30,42,1776
52385,1,2685,34,27,61,391,378,769,12,27,39,808
52441,1,2685,59,37,96,734,664,1398,22,29,51,1449
52615,1,2685,17,24,41,166,167,333,12,28,40,373
52635,1,2685,15,14,29,57,36,93,16,16,32,125
52923,1,2685,8,12,20,152,112,264,19,40,59,323
53275,1,2685,16,27,43,81,61,142,13,118,131,273
53884,1,2685,17,21,38,106,109,215,6,29,35,250
55464,1,2685,50,48,98,293,262,555,19,63,82,637
55594,1,2685,16,25,41,128,135,263,14,46,60,323
57637,1,2685,17,19,36,135,164,299,10,26,36,335
57896,1,2685,23,24,47,149,139,288,9,29,38,326
58168,1,2685,8,17,25,21,33,54,0,2,2,56
58909,1,2685,11,13,24,93,94,187,4,12,16,203
59367,1,2685,24,28,52,195,161,356,12,33,45,401
60482,1,2685,23,33,56,160,136,296,29,54,83,379
60830,1,2685,25,24,49,181,210,391,49,62,111,502
61280,1,2685,22,23,45,372,362,734,9,29,38,772
62555,1,2685,24,29,53,78,72,150,49,112,161,311
62560,1,2685,24,22,46,308,273,581,15,41,56,637
63063,1,2685,24,31,55,407,333,740,2,29,31,771
63188,1,2685,21,24,45,138,157,295,1,14,15,310
63757,1,2685,11,17,28,101,91,192,6,26,32,224
63817,1,2685,15,14,29,525,461,986,15,39,54,1040
64772,1,2685,22,27,49,181,179,360,9,35,44,404
65102,1,2685,13,15,28,405,416,821,20,49,69,890
65526,1,2685,8,12,20,220,230,450,5,14,19,469
65591,1,2685,7,13,20,60,70,130,25,86,111,241
66052,1,2685,27,33,60,93,44,137,39,126,165,302
66245,1,2685,13,16,29,81,68,149,5,14,19,168
66404,1,2685,49,85,134,380,414,794,10,17,27,821
66754,1,2685,26,34,60,389,377,766,2,30,32,798
66991,1,2685,23,26,49,271,199,470,23,65,88,558
67947,1,2685,20,28,48,115,87,202,25,74,99,301
68494,1,2685,47,69,116,589,613,1202,15,48,63,1265
68533,1,2685,23,24,47,134,116,250,17,39,56,306
68633,1,2685,12,18,30,66,81,147,5,13,18,165
69065,1,2685,21,20,41,584,597,1181,12,19,31,1212
69669,1,2685,9,9,18,39,39,78,23,28,51,129
70889,1,2685,12,10,22,135,134,269,1,0,1,270
71187,1,2685,4,7,11,50,27,77,1,8,9,86
71518,1,2685,15,15,30,164,133,297,11,17,28,325
71627,1,2685,29,36,65,197,188,385,31,70,101,486
71700,1,2685,38,38,76,226,239,465,6,23,29,494
71782,1,2685,20,19,39,199,190,389,9,25,34,423
72700,1,2685,6,4,10,9,8,17,0,2,2,19
72746,1,2685,14,9,23,59,58,117,8,2,10,127
73175,1,2685,8,9,17,31,30,61,1,8,9,70
73303,1,2685,11,10,21,94,107,201,7,11,18,219
74916,1,2685,32,34,66,617,649,1266,13,37,50,1316
75178,1,2685,10,7,17,36,38,74,5,7,12,86
75261,1,2685,40,45,85,461,499,960,61,135,196,1156
75466,1,2685,9,12,21,114,112,226,5,34,39,265
75468,1,2685,11,19,30,46,50,96,10,17,27,123
76313,1,2685,24,32,56,226,227,453,12,26,38,491
77023,1,2685,17,22,39,285,370,655,8,9,17,672
77291,1,2685,19,21,40,164,170,334,16,18,34,368
77824,1,2685,28,23,51,393,377,770,9,10,19,789
78062,1,2685,16,20,36,346,391,737,8,15,23,760
78638,1,2685,8,12,20,88,82,170,2,24,26,196
78911,1,2685,14,15,29,133,90,223,3,29,32,255
78966,1,2685,20,22,42,583,179,762,11,34,45,807
79877,1,2685,27,41,68,263,276,539,7,18,25,564
80058,1,2685,41,51,92,409,387,796,12,34,46,842
80193,1,2685,14,14,28,132,163,295,23,52,75,370
82060,1,2685,21,20,41,520,534,1054,35,55,90,1144
82282,1,2685,16,28,44,245,247,492,4,34,38,530
83184,1,2685,18,22,40,485,447,932,17,25,42,974
83568,1,2685,16,19,35,100,70,170,1,8,9,179
84215,1,2685,15,16,31,198,183,381,6,13,19,400
84472,1,2685,22,24,46,468,477,945,14,20,34,979
84625,1,2685,2,3,5,4,4,8,2,2,4,12
84841,1,2685,26,40,66,224,219,443,30,35,65,508
85596,1,2685,24,26,50,333,389,722,8,30,38,760
85970,1,2685,22,25,47,467,524,991,9,25,34,1025
86009,1,2685,11,17,28,84,80,164,11,43,54,218
86237,1,2685,8,10,18,27,31,58,1,17,18,76
86352,1,2685,23,33,56,145,156,301,26,86,112,413
86610,1,2685,24,28,52,549,562,1111,22,56,78,1189
86727,1,2685,14,15,29,165,181,346,9,9,18,364
88133,1,2685,20,23,43,198,224,422,12,18,30,452
88175,1,2685,24,30,54,156,167,323,8,43,51,374
89827,1,2685,28,29,57,261,249,510,17,33,50,560
10060,2,2686,9,9,18,75,64,139,2,7,9,148
10281,2,2686,11,12,23,959,973,1932,11,11,22,1954
10841,2,2686,15,15,30,47,58,105,13,36,49,154
11023,2,2686,21,20,41,242,230,472,10,20,30,502
11360,2,2686,18,21,39,205,237,442,14,30,44,486
11692,2,2686,16,20,36,1151,1194,2345,5,6,11,2356
13116,2,2686,29,39,68,308,357,665,24,69,93,758
13799,2,2686,17,28,45,119,167,286,6,39,45,331
13882,2,2686,19,19,38,198,214,412,1,2,3,415
13896,2,2686,8,13,21,68,69,137,6,35,41,178
14106,2,2686,13,13,26,46,39,85,3,11,14,99
14188,2,2686,15,21,36,140,173,313,9,26,35,348
14962,2,2686,32,35,67,524,496,1020,18,21,39,1059
15071,2,2686,6,9,15,391,391,782,12,20,32,814
15548,2,2686,1,1,2,0,0,0,1,1,2,2
15723,2,2686,24,23,47,173,183,356,12,34,46,402
16313,2,2686,35,37,72,462,469,931,12,46,58,989
16495,2,2686,13,20,33,180,172,352,5,15,20,372
17041,2,2686,5,18,23,3,3,6,6,27,33,39
17353,2,2686,13,16,29,126,119,245,3,26,29,274
18344,2,2686,18,22,40,127,115,242,4,12,16,258
18394,2,2686,16,16,32,508,484,992,10,11,21,1013
18420,2,2686,15,12,27,8,8,16,26,18,44,60
18707,2,2686,21,26,47,162,160,322,13,37,50,372
19066,2,2686,16,26,42,117,112,229,8,39,47,276
19844,2,2686,13,16,29,202,166,368,5,6,11,379
20905,2,2686,25,25,50,180,169,349,29,95,124,473
21350,2,2686,14,17,31,474,459,933,15,25,40,973
22540,2,2686,6,5,11,15,11,26,0,3,3,29
22617,2,2686,20,24,44,452,504,956,22,12,34,990
22745,2,2686,21,23,44,418,457,875,8,10,18,893
22931,2,2686,23,25,48,141,120,261,5,13,18,279
23040,2,2686,17,17,34,220,218,438,3,8,11,449
23144,2,2686,1,3,4,0,0,0,2,6,8,8
23642,2,2686,4,6,10,108,150,258,2,7,9,267
24543,2,2686,18,21,39,121,129,250,9,33,42,292
24760,2,2686,22,24,46,674,770,1444,16,31,47,1491
24853,2,2686,23,27,50,172,158,330,6,19,25,355
25171,2,2686,21,24,45,288,315,603,18,41,59,662
25323,2,2686,10,10,20,84,78,162,3,7,10,172
25494,2,2686,28,25,53,82,63,145,1,3,4,149
25544,2,2686,14,13,27,92,108,200,3,7,10,210
25947,2,2686,15,20,35,116,90,206,10,24,34,240
26127,2,2686,11,18,29,39,35,74,16,35,51,125
26425,2,2686,9,12,21,66,76,142,0,9,9,151
26999,2,2686,5,11,16,160,175,335,17,62,79,414
28831,2,2686,6,12,18,24,31,55,4,8,12,67
29914,2,2686,13,12,25,64,45,109,1,13,14,123
30076,2,2686,11,15,26,329,353,682,1,7,8,690
30952,2,2686,23,21,44,96,93,189,32,27,59,248
31372,2,2686,7,11,18,297,309,606,0,5,5,611
31583,2,2686,36,39,75,1521,1458,2979,22,31,53,3032
32100,2,2686,29,32,61,118,121,239,4,10,14,253
32174,2,2686,14,17,31,62,69,131,5,9,14,145
32899,2,2686,3,12,15,6,7,13,0,28,28,41
33094,2,2686,19,23,42,289,320,609,60,86,146,755
34250,2,2686,7,12,19,28,30,58,12,24,36,94
34853,2,2686,35,40,75,263,299,562,13,44,57,619
35227,2,2686,12,14,26,249,247,496,6,46,52,548
36006,2,2686,6,9,15,56,52,108,3,9,12,120
36143,2,2686,28,34,62,255,222,477,22,84,106,583
36951,2,2686,25,34,59,364,362,726,10,26,36,762
37617,2,2686,18,22,40,376,331,707,17,23,40,747
38823,2,2686,17,23,40,203,221,424,7,14,21,445
38893,2,2686,5,7,12,8,10,18,14,19,33,51
38901,2,2686,28,30,58,189,183,372,5,11,16,388
38927,2,2686,30,30,60,455,435,890,12,27,39,929
39122,2,2686,15,19,34,54,35,89,4,26,30,119
39253,2,2686,20,18,38,116,86,202,14,32,46,248
39701,2,2686,16,18,34,204,188,392,7,33,40,432
39783,2,2686,10,10,20,104,110,214,9,14,23,237
40557,2,2686,35,34,69,610,606,1216,10,19,29,1245
40629,2,2686,27,28,55,324,334,658,3,17,20,678
40997,2,2686,11,21,32,55,63,118,11,48,59,177
41393,2,2686,14,16,30,91,81,172,4,6,10,182
44167,2,2686,28,32,60,211,200,411,12,28,40,451
44520,2,2686,20,23,43,193,194,387,6,26,32,419
44947,2,2686,6,8,14,367,381,748,4,21,25,773
44956,2,2686,15,21,36,25,26,51,0,29,29,80
45000,2,2686,10,14,24,197,187,384,1,7,8,392
45292,2,2686,76,178,254,378,509,887,11,35,46,933
45539,2,2686,17,16,33,435,311,746,6,21,27,773
45945,2,2686,15,22,37,351,348,699,3,18,21,720
46021,2,2686,12,15,27,402,338,740,13,28,41,781
46160,2,2686,10,17,27,71,57,128,5,15,20,148
46584,2,2686,13,20,33,30,16,46,3,29,32,78
46654,2,2686,30,29,59,399,319,718,43,77,120,838
46771,2,2686,29,27,56,245,169,414,30,53,83,497
47230,2,2686,7,7,14,59,49,108,9,47,56,164
48187,2,2686,23,26,49,262,257,519,12,28,40,559
48429,2,2686,38,37,75,434,375,809,58,83,141,950
48990,2,2686,6,10,16,401,393,794,12,32,44,838
49294,2,2686,7,8,15,382,351,733,9,18,27,760
49597,2,2686,7,9,16,34,36,70,1,6,7,77
50181,2,2686,9,5,14,10,7,17,8,4,12,29
50709,2,2686,15,16,31,358,384,742,12,35,47,789
50869,2,2686,21,24,45,236,188,424,11,27,38,462
50947,2,2686,30,35,65,550,570,1120,21,29,50,1170
51102,2,2686,57,64,121,2005,2040,4045,25,39,64,4109
51470,2,2686,15,18,33,476,455,931,3,19,22,953
51552,2,2686,7,4,11,8,3,11,2,3,5,16
51597,2,2686,13,19,32,28,27,55,1,17,18,73
51675,2,2686,3,4,7,39,47,86,7,42,49,135
51722,2,2686,9,14,23,57,50,107,1,2,3,110
52067,2,2686,37,29,66,691,674,1365,7,10,17,1382
52385,2,2686,23,25,48,618,647,1265,2,15,17,1282
52441,2,2686,30,32,62,710,743,1453,13,47,60,1513
52615,2,2686,21,22,43,147,145,292,13,12,25,317
52635,2,2686,9,13,22,21,16,37,9,11,20,57
52923,2,2686,11,13,24,434,376,810,7,41,48,858
53275,2,2686,11,21,32,54,49,103,11,69,80,183
53884,2,2686,9,14,23,48,41,89,2,10,12,101
55464,2,2686,29,37,66,315,401,716,25,81,106,822
55594,2,2686,22,25,47,159,159,318,14,38,52,370
57637,2,2686,19,24,43,205,259,464,4,11,15,479
57896,2,2686,16,20,36,240,218,458,2,13,15,473
58168,2,2686,2,0,2,4,0,4,0,0,0,4
58909,2,2686,15,14,29,198,197,395,10,15,25,420
59367,2,2686,22,20,42,323,254,577,6,16,22,599
60482,2,2686,21,28,49,127,121,248,18,26,44,292
60830,2,2686,15,17,32,87,93,180,42,54,96,276
61280,2,2686,23,31,54,312,308,620,7,32,39,659
62555,2,2686,21,29,50,114,124,238,46,130,176,414
62560,2,2686,22,21,43,395,370,765,12,20,32,797
63063,2,2686,22,29,51,373,335,708,13,21,34,742
63188,2,2686,12,13,25,235,265,500,0,8,8,508
63757,2,2686,14,26,40,46,41,87,11,46,57,144
63817,2,2686,12,17,29,663,607,1270,10,21,31,1301
64772,2,2686,25,31,56,304,286,590,21,46,67,657
65102,2,2686,15,18,33,526,515,1041,17,28,45,1086
65526,2,2686,7,10,17,219,211,430,4,9,13,443
65591,2,2686,19,20,39,176,171,347,26,61,87,434
66052,2,2686,24,24,48,202,49,251,55,102,157,408
66245,2,2686,17,21,38,147,153,300,4,25,29,329
66404,2,2686,25,33,58,313,238,551,8,16,24,575
66754,2,2686,19,21,40,469,476,945,6,21,27,972
66991,2,2686,26,30,56,263,221,484,21,49,70,554
67947,2,2686,16,21,37,99,86,185,10,21,31,216
68494,2,2686,28,32,60,850,852,1702,4,18,22,1724
68533,2,2686,23,29,52,214,196,410,15,53,68,478
68633,2,2686,7,13,20,66,76,142,2,26,28,170
69065,2,2686,23,22,45,573,591,1164,12,25,37,1201
69669,2,2686,7,10,17,59,36,95,18,21,39,134
70889,2,2686,10,10,20,394,391,785,0,0,0,785
71187,2,2686,12,14,26,61,51,112,2,16,18,130
71518,2,2686,10,12,22,122,112,234,6,32,38,272
71627,2,2686,30,35,65,256,225,481,12,43,55,536
71700,2,2686,25,30,55,308,358,666,7,31,38,704
71782,2,2686,15,16,31,71,73,144,3,19,22,166
72700,2,2686,2,1,3,3,1,4,0,0,0,4
72746,2,2686,13,16,29,120,159,279,11,7,18,297
73175,2,2686,9,12,21,89,84,173,1,8,9,182
73303,2,2686,7,8,15,51,49,100,2,10,12,112
74916,2,2686,33,38,71,920,918,1838,24,31,55,1893
75178,2,2686,6,6,12,7,8,15,6,7,13,28
75261,2,2686,44,50,94,628,637,1265,50,131,181,1446
75466,2,2686,6,6,12,15,4,19,0,6,6,25
75468,2,2686,9,10,19,39,35,74,6,8,14,88
76313,2,2686,27,27,54,365,320,685,23,19,42,727
77023,2,2686,13,19,32,251,324,575,10,20,30,605
77291,2,2686,19,20,39,141,145,286,10,11,21,307
77824,2,2686,21,19,40,204,175,379,2,7,9,388
78062,2,2686,10,9,19,123,132,255,2,8,10,265
78638,2,2686,20,32,52,171,174,345,15,49,64,409
78911,2,2686,9,9,18,106,80,186,1,6,7,193
78966,2,2686,17,19,36,473,71,544,4,8,12,556
79877,2,2686,15,13,28,166,166,332,7,7,14,346
80058,2,2686,36,34,70,412,399,811,14,27,41,852
80193,2,2686,19,26,45,460,567,1027,22,69,91,1118
82060,2,2686,15,18,33,300,292,592,26,36,62,654
82282,2,2686,14,16,30,236,207,443,17,32,49,492
83184,2,2686,13,13,26,212,221,433,5,15,20,453
83568,2,2686,19,18,37,327,230,557,3,4,7,564
84215,2,2686,16,13,29,168,146,314,9,8,17,331
84472,2,2686,22,25,47,376,385,761,6,18,24,785
84625,2,2686,1,2,3,3,3,6,0,0,0,6
84841,2,2686,18,17,35,176,187,363,24,36,60,423
85596,2,2686,18,22,40,311,357,668,9,6,15,683
85970,2,2686,19,22,41,545,562,1107,9,18,27,1134
86009,2,2686,16,17,33,99,90,189,14,36,50,239
86237,2,2686,11,14,25,57,51,108,7,22,29,137
86352,2,2686,26,36,62,182,165,347,32,66,98,445
86610,2,2686,20,21,41,319,329,648,19,44,63,711
86727,2,2686,13,16,29,114,124,238,1,1,2,240
88133,2,2686,20,25,45,85,109,194,13,35,48,242
88175,2,2686,15,16,31,212,224,436,5,17,22,458
89827,2,2686,21,25,46,425,390,815,13,27,40,855
10060,3,2687,9,8,17,39,21,60,4,9,13,73
10281,3,2687,9,17,26,837,833,1670,9,18,27,1697
10353,3,2687,15,17,32,411,395,806,9,8,17,823
10841,3,2687,18,18,36,76,112,188,8,25,33,221
