egoid,term,semester,academic_year,college_year,crn,final_grade,grade_points,is_letter_grade
52923,201220,Spring 2013,2012-2013,Sophomore,24093,A,4.0,1
52923,201300,Summer 2013,2013-2014,Junior,3174,A,4.0,1
52923,201300,Summer 2013,2013-2014,Junior,3938,A,4.0,1
52923,201310,Fall 2013,2013-2014,Junior,14957,A,4.0,1
52923,201320,Spring 2014,2013-2014,Junior,21513,A,4.0,1
52923,201320,Spring 2014,2013-2014,Junior,22113,A,4.0,1
52923,201320,Spring 2014,2013-2014,Junior,25335,A,4.0,1
52923,201410,Fall 2014,2014-2015,Senior,16737,A,4.0,1
52923,201410,Fall 2014,2014-2015,Senior,19804,A,4.0,1
52923,201420,Spring 2015,2014-2015,Senior,22007,A,4.0,1
52923,201420,Spring 2015,2014-2015,Senior,25843,A,4.0,1
52923,201420,Spring 2015,2014-2015,Senior,26382,A,4.0,1
52923,201110,Fall 2011,2011-2012,Freshman,10537,A-,3.667,1
52923,201110,Fall 2011,2011-2012,Freshman,11960,A-,3.667,1
52923,201120,Spring 2012,2011-2012,Freshman,29163,A-,3.667,1
52923,201200,Summer 2012,2012-2013,Sophomore,2945,A-,3.667,1
52923,201210,Fall 2012,2012-2013,Sophomore,11416,A-,3.667,1
52923,201210,Fall 2012,2012-2013,Sophomore,13005,A-,3.667,1
52923,201220,Spring 2013,2012-2013,Sophomore,20142,A-,3.667,1
52923,201220,Spring 2013,2012-2013,Sophomore,23054,A-,3.667,1
52923,201220,Spring 2013,2012-2013,Sophomore,23616,A-,3.667,1
52923,201310,Fall 2013,2013-2014,Junior,13933,A-,3.667,1
52923,201310,Fall 2013,2013-2014,Junior,14956,A-,3.667,1
52923,201410,Fall 2014,2014-2015,Senior,13490,A-,3.667,1
52923,201410,Fall 2014,2014-2015,Senior,14925,A-,3.667,1
52923,201420,Spring 2015,2014-2015,Senior,24668,A-,3.667,1
52923,201420,Spring 2015,2014-2015,Senior,24944,A-,3.667,1
52923,201420,Spring 2015,2014-2015,Senior,25086,A-,3.667,1
52923,201110,Fall 2011,2011-2012,Freshman,101001001,AD,,0
52923,201110,Fall 2011,2011-2012,Freshman,101001002,AD,,0
52923,201110,Fall 2011,2011-2012,Freshman,101002003,AD,,0
52923,201110,Fall 2011,2011-2012,Freshman,101003004,AD,,0
52923,201110,Fall 2011,2011-2012,Freshman,101004005,AD,,0
52923,201110,Fall 2011,2011-2012,Freshman,14270,B,3.0,1
52923,201120,Spring 2012,2011-2012,Freshman,25045,B,3.0,1
52923,201210,Fall 2012,2012-2013,Sophomore,11392,B,3.0,1
52923,201220,Spring 2013,2012-2013,Sophomore,24522,B,3.0,1
52923,201320,Spring 2014,2013-2014,Junior,20849,B,3.0,1
52923,201420,Spring 2015,2014-2015,Senior,23259,B,3.0,1
52923,201110,Fall 2011,2011-2012,Freshman,12839,B+,3.333,1
52923,201210,Fall 2012,2012-2013,Sophomore,11342,B+,3.333,1
52923,201210,Fall 2012,2012-2013,Sophomore,13022,B+,3.333,1
52923,201220,Spring 2013,2012-2013,Sophomore,24392,B+,3.333,1
52923,201310,Fall 2013,2013-2014,Junior,12702,B+,3.333,1
52923,201310,Fall 2013,2013-2014,Junior,13924,B+,3.333,1
52923,201320,Spring 2014,2013-2014,Junior,22926,B+,3.333,1
52923,201410,Fall 2014,2014-2015,Senior,11355,B+,3.333,1
52923,201220,Spring 2013,2012-2013,Sophomore,20700,C,2.0,1
52923,201120,Spring 2012,2011-2012,Freshman,23896,C+,2.333,1
52923,201110,Fall 2011,2011-2012,Freshman,13161,S,,0
52923,201120,Spring 2012,2011-2012,Freshman,24637,S,,0
52923,201310,Fall 2013,2013-2014,Junior,17148,S,,0
52923,201320,Spring 2014,2013-2014,Junior,24347,S,,0
52923,201410,Fall 2014,2014-2015,Senior,201001001,TR,,0
53275,201110,Fall 2011,2011-2012,Freshman,11353,A,4.0,1
53275,201110,Fall 2011,2011-2012,Freshman,15660,A,4.0,1
53275,201210,Fall 2012,2012-2013,Sophomore,10987,A,4.0,1
53275,201220,Spring 2013,2012-2013,Sophomore,20232,A,4.0,1
53275,201300,Summer 2013,2013-2014,Junior,3838,A,4.0,1
53275,201320,Spring 2014,2013-2014,Junior,20607,A,4.0,1
53275,201320,Spring 2014,2013-2014,Junior,25633,A,4.0,1
53275,201410,Fall 2014,2014-2015,Senior,10931,A,4.0,1
53275,201410,Fall 2014,2014-2015,Senior,20424,A,4.0,1
53275,201420,Spring 2015,2014-2015,Senior,21576,A,4.0,1
53275,201420,Spring 2015,2014-2015,Senior,26457,A,4.0,1
53275,201110,Fall 2011,2011-2012,Freshman,10709,A-,3.667,1
53275,201220,Spring 2013,2012-2013,Sophomore,25600,A-,3.667,1
53275,201220,Spring 2013,2012-2013,Sophomore,28585,A-,3.667,1
53275,201310,Fall 2013,2013-2014,Junior,15134,A-,3.667,1
53275,201320,Spring 2014,2013-2014,Junior,20969,A-,3.667,1
53275,201410,Fall 2014,2014-2015,Senior,10869,A-,3.667,1
53275,201110,Fall 2011,2011-2012,Freshman,101001001,AD,,0
53275,201110,Fall 2011,2011-2012,Freshman,101002002,AD,,0
53275,201110,Fall 2011,2011-2012,Freshman,101003003,AD,,0
53275,201110,Fall 2011,2011-2012,Freshman,101004004,AD,,0
53275,201110,Fall 2011,2011-2012,Freshman,101005005,AD,,0
53275,201110,Fall 2011,2011-2012,Freshman,101006006,AD,,0
53275,201110,Fall 2011,2011-2012,Freshman,101007007,AD,,0
53275,201110,Fall 2011,2011-2012,Freshman,101008008,AD,,0
53275,201110,Fall 2011,2011-2012,Freshman,101009009,AD,,0
53275,201110,Fall 2011,2011-2012,Freshman,101009010,AD,,0
53275,201110,Fall 2011,2011-2012,Freshman,101010011,AD,,0
53275,201120,Spring 2012,2011-2012,Freshman,22065,B,3.0,1
53275,201220,Spring 2013,2012-2013,Sophomore,20268,B,3.0,1
53275,201310,Fall 2013,2013-2014,Junior,11622,B,3.0,1
53275,201110,Fall 2011,2011-2012,Freshman,10872,B-,2.667,1
53275,201110,Fall 2011,2011-2012,Freshman,14743,B-,2.667,1
53275,201310,Fall 2013,2013-2014,Junior,12179,B-,2.667,1
53275,201310,Fall 2013,2013-2014,Junior,12181,B-,2.667,1
53275,201410,Fall 2014,2014-2015,Senior,20877,B-,2.667,1
53275,201110,Fall 2011,2011-2012,Freshman,12191,B+,3.333,1
53275,201120,Spring 2012,2011-2012,Freshman,22146,B+,3.333,1
53275,201120,Spring 2012,2011-2012,Freshman,24780,B+,3.333,1
53275,201210,Fall 2012,2012-2013,Sophomore,10635,B+,3.333,1
53275,201210,Fall 2012,2012-2013,Sophomore,12350,B+,3.333,1
53275,201220,Spring 2013,2012-2013,Sophomore,20791,B+,3.333,1
53275,201310,Fall 2013,2013-2014,Junior,11621,B+,3.333,1
53275,201310,Fall 2013,2013-2014,Junior,10004,C,2.0,1
53275,201320,Spring 2014,2013-2014,Junior,21311,C,2.0,1
53275,201320,Spring 2014,2013-2014,Junior,21667,C,2.0,1
53275,201410,Fall 2014,2014-2015,Senior,15516,C,2.0,1
53275,201420,Spring 2015,2014-2015,Senior,29656,C,2.0,1
53275,201120,Spring 2012,2011-2012,Freshman,21476,C-,1.667,1
53275,201120,Spring 2012,2011-2012,Freshman,23895,C-,1.667,1
53275,201420,Spring 2015,2014-2015,Senior,29655,C-,1.667,1
53275,201210,Fall 2012,2012-2013,Sophomore,10986,C+,2.333,1
53275,201210,Fall 2012,2012-2013,Sophomore,13039,C+,2.333,1
53275,201420,Spring 2015,2014-2015,Senior,20518,F,0.0,1
53275,201110,Fall 2011,2011-2012,Freshman,12267,S,,0
53275,201110,Fall 2011,2011-2012,Freshman,13162,S,,0
53275,201110,Fall 2011,2011-2012,Freshman,19763,S,,0
53275,201120,Spring 2012,2011-2012,Freshman,22032,S,,0
53275,201120,Spring 2012,2011-2012,Freshman,24639,S,,0
53275,201120,Spring 2012,2011-2012,Freshman,28835,S,,0
53275,201210,Fall 2012,2012-2013,Sophomore,12066,S,,0
53275,201410,Fall 2014,2014-2015,Senior,15995,S,,0
53884,201110,Fall 2011,2011-2012,Freshman,12191,A,4.0,1
53884,201110,Fall 2011,2011-2012,Freshman,18649,A,4.0,1
53884,201210,Fall 2012,2012-2013,Sophomore,10844,A,4.0,1
53884,201210,Fall 2012,2012-2013,Sophomore,15189,A,4.0,1
53884,201210,Fall 2012,2012-2013,Sophomore,18760,A,4.0,1
53884,201220,Spring 2013,2012-2013,Sophomore,20022,A,4.0,1
53884,201220,Spring 2013,2012-2013,Sophomore,21611,A,4.0,1
53884,201310,Fall 2013,2013-2014,Junior,20651,A,4.0,1
53884,201310,Fall 2013,2013-2014,Junior,20653,A,4.0,1
53884,201310,Fall 2013,2013-2014,Junior,21113,A,4.0,1
53884,201310,Fall 2013,2013-2014,Junior,21114,A,4.0,1
53884,201320,Spring 2014,2013-2014,Junior,20675,A,4.0,1
53884,201320,Spring 2014,2013-2014,Junior,21509,A,4.0,1
53884,201320,Spring 2014,2013-2014,Junior,30115,A,4.0,1
53884,201410,Fall 2014,2014-2015,Senior,11070,A,4.0,1
53884,201410,Fall 2014,2014-2015,Senior,20266,A,4.0,1
53884,201420,Spring 2015,2014-2015,Senior,20384,A,4.0,1
53884,201420,Spring 2015,2014-2015,Senior,26873,A,4.0,1
53884,201420,Spring 2015,2014-2015,Senior,27373,A,4.0,1
53884,201110,Fall 2011,2011-2012,Freshman,10538,A-,3.667,1
53884,201110,Fall 2011,2011-2012,Freshman,10710,A-,3.667,1
53884,201110,Fall 2011,2011-2012,Freshman,12851,A-,3.667,1
53884,201120,Spring 2012,2011-2012,Freshman,20273,A-,3.667,1
53884,201120,Spring 2012,2011-2012,Freshman,20604,A-,3.667,1
53884,201120,Spring 2012,2011-2012,Freshman,21397,A-,3.667,1
53884,201210,Fall 2012,2012-2013,Sophomore,11412,A-,3.667,1
53884,201220,Spring 2013,2012-2013,Sophomore,20436,A-,3.667,1
53884,201220,Spring 2013,2012-2013,Sophomore,21473,A-,3.667,1
53884,201220,Spring 2013,2012-2013,Sophomore,24530,A-,3.667,1
53884,201320,Spring 2014,2013-2014,Junior,23345,A-,3.667,1
53884,201410,Fall 2014,2014-2015,Senior,11370,A-,3.667,1
53884,201410,Fall 2014,2014-2015,Senior,19675,A-,3.667,1
53884,201110,Fall 2011,2011-2012,Freshman,101001001,AD,,0
53884,201110,Fall 2011,2011-2012,Freshman,101002002,AD,,0
53884,201110,Fall 2011,2011-2012,Freshman,101003003,AD,,0
53884,201110,Fall 2011,2011-2012,Freshman,101004004,AD,,0
53884,201120,Spring 2012,2011-2012,Freshman,22728,B,3.0,1
53884,201210,Fall 2012,2012-2013,Sophomore,11548,B,3.0,1
53884,201410,Fall 2014,2014-2015,Senior,17063,B,3.0,1
53884,201120,Spring 2012,2011-2012,Freshman,22195,B+,3.333,1
53884,201310,Fall 2013,2013-2014,Junior,13469,B+,3.333,1
53884,201320,Spring 2014,2013-2014,Junior,22431,B+,3.333,1
53884,201420,Spring 2015,2014-2015,Senior,24680,B+,3.333,1
53884,201110,Fall 2011,2011-2012,Freshman,13159,S,,0
53884,201120,Spring 2012,2011-2012,Freshman,24636,S,,0
57637,201110,Fall 2011,2011-2012,Freshman,11963,A,4.0,1
57637,201120,Spring 2012,2011-2012,Freshman,21659,A,4.0,1
57637,201210,Fall 2012,2012-2013,Sophomore,10313,A,4.0,1
57637,201210,Fall 2012,2012-2013,Sophomore,10314,A,4.0,1
57637,201210,Fall 2012,2012-2013,Sophomore,10844,A,4.0,1
57637,201220,Spring 2013,2012-2013,Sophomore,20239,A,4.0,1
57637,201220,Spring 2013,2012-2013,Sophomore,21473,A,4.0,1
57637,201220,Spring 2013,2012-2013,Sophomore,26203,A,4.0,1
57637,201220,Spring 2013,2012-2013,Sophomore,29525,A,4.0,1
57637,201310,Fall 2013,2013-2014,Junior,12700,A,4.0,1
57637,201310,Fall 2013,2013-2014,Junior,12701,A,4.0,1
57637,201320,Spring 2014,2013-2014,Junior,20254,A,4.0,1
57637,201320,Spring 2014,2013-2014,Junior,23344,A,4.0,1
57637,201410,Fall 2014,2014-2015,Senior,11241,A,4.0,1
57637,201410,Fall 2014,2014-2015,Senior,15947,A,4.0,1
57637,201410,Fall 2014,2014-2015,Senior,16628,A,4.0,1
57637,201410,Fall 2014,2014-2015,Senior,20265,A,4.0,1
57637,201420,Spring 2015,2014-2015,Senior,21968,A,4.0,1
57637,201420,Spring 2015,2014-2015,Senior,23450,A,4.0,1
57637,201420,Spring 2015,2014-2015,Senior,29196,A,4.0,1
57637,201110,Fall 2011,2011-2012,Freshman,10709,A-,3.667,1
57637,201120,Spring 2012,2011-2012,Freshman,22195,A-,3.667,1
57637,201120,Spring 2012,2011-2012,Freshman,24780,A-,3.667,1
57637,201210,Fall 2012,2012-2013,Sophomore,10023,A-,3.667,1
57637,201210,Fall 2012,2012-2013,Sophomore,15113,A-,3.667,1
57637,201220,Spring 2013,2012-2013,Sophomore,24938,A-,3.667,1
57637,201310,Fall 2013,2013-2014,Junior,13927,A-,3.667,1
57637,201310,Fall 2013,2013-2014,Junior,14954,A-,3.667,1
57637,201310,Fall 2013,2013-2014,Junior,14976,A-,3.667,1
57637,201320,Spring 2014,2013-2014,Junior,20261,A-,3.667,1
57637,201320,Spring 2014,2013-2014,Junior,29710,A-,3.667,1
57637,201320,Spring 2014,2013-2014,Junior,29744,A-,3.667,1
57637,201420,Spring 2015,2014-2015,Senior,25093,A-,3.667,1
57637,201110,Fall 2011,2011-2012,Freshman,101001001,AD,,0
57637,201110,Fall 2011,2011-2012,Freshman,101002002,AD,,0
57637,201110,Fall 2011,2011-2012,Freshman,101003003,AD,,0
57637,201110,Fall 2011,2011-2012,Freshman,101003004,AD,,0
57637,201110,Fall 2011,2011-2012,Freshman,10870,B,3.0,1
57637,201120,Spring 2012,2011-2012,Freshman,22728,B,3.0,1
57637,201410,Fall 2014,2014-2015,Senior,12110,B-,2.667,1
57637,201110,Fall 2011,2011-2012,Freshman,11915,B+,3.333,1
57637,201110,Fall 2011,2011-2012,Freshman,14268,B+,3.333,1
57637,201120,Spring 2012,2011-2012,Freshman,25821,B+,3.333,1
57637,201110,Fall 2011,2011-2012,Freshman,13163,S,,0
57637,201120,Spring 2012,2011-2012,Freshman,24638,S,,0
57637,201310,Fall 2013,2013-2014,Junior,13032,S,,0
57637,201310,Fall 2013,2013-2014,Junior,17148,S,,0
58909,201210,Fall 2012,2012-2013,Sophomore,11641,A,4.0,1
58909,201310,Fall 2013,2013-2014,Junior,11441,A,4.0,1
58909,201410,Fall 2014,2014-2015,Senior,11339,A,4.0,1
58909,201110,Fall 2011,2011-2012,Freshman,10710,A-,3.667,1
58909,201110,Fall 2011,2011-2012,Freshman,11221,A-,3.667,1
58909,201300,Summer 2013,2013-2014,Junior,2777,A-,3.667,1
58909,201310,Fall 2013,2013-2014,Junior,18895,A-,3.667,1
58909,201320,Spring 2014,2013-2014,Junior,20735,A-,3.667,1
58909,201420,Spring 2015,2014-2015,Senior,29183,A-,3.667,1
58909,201420,Spring 2015,2014-2015,Senior,29241,A-,3.667,1
58909,201110,Fall 2011,2011-2012,Freshman,101001001,AD,,0
58909,201110,Fall 2011,2011-2012,Freshman,101002002,AD,,0
58909,201110,Fall 2011,2011-2012,Freshman,101003003,AD,,0
58909,201110,Fall 2011,2011-2012,Freshman,101004004,AD,,0
58909,201110,Fall 2011,2011-2012,Freshman,101005005,AD,,0
58909,201110,Fall 2011,2011-2012,Freshman,101006006,AD,,0
58909,201120,Spring 2012,2011-2012,Freshman,21659,B,3.0,1
58909,201210,Fall 2012,2012-2013,Sophomore,11516,B,3.0,1
58909,201220,Spring 2013,2012-2013,Sophomore,22606,B,3.0,1
58909,201220,Spring 2013,2012-2013,Sophomore,24571,B,3.0,1
58909,201310,Fall 2013,2013-2014,Junior,10255,B,3.0,1
58909,201320,Spring 2014,2013-2014,Junior,20690,B,3.0,1
58909,201410,Fall 2014,2014-2015,Senior,11337,B,3.0,1
58909,201420,Spring 2015,2014-2015,Senior,21621,B,3.0,1
58909,201120,Spring 2012,2011-2012,Freshman,22049,B-,2.667,1
58909,201210,Fall 2012,2012-2013,Sophomore,10635,B-,2.667,1
58909,201310,Fall 2013,2013-2014,Junior,11440,B-,2.667,1
58909,201320,Spring 2014,2013-2014,Junior,20812,B-,2.667,1
58909,201410,Fall 2014,2014-2015,Senior,11338,B-,2.667,1
58909,201110,Fall 2011,2011-2012,Freshman,14269,B+,3.333,1
58909,201110,Fall 2011,2011-2012,Freshman,18550,B+,3.333,1
58909,201120,Spring 2012,2011-2012,Freshman,20704,B+,3.333,1
58909,201120,Spring 2012,2011-2012,Freshman,24780,B+,3.333,1
58909,201210,Fall 2012,2012-2013,Sophomore,19348,B+,3.333,1
58909,201220,Spring 2013,2012-2013,Sophomore,20548,B+,3.333,1
58909,201220,Spring 2013,2012-2013,Sophomore,22222,B+,3.333,1
58909,201300,Summer 2013,2013-2014,Junior,4119,B+,3.333,1
58909,201320,Spring 2014,2013-2014,Junior,20140,B+,3.333,1
58909,201320,Spring 2014,2013-2014,Junior,29151,B+,3.333,1
58909,201410,Fall 2014,2014-2015,Senior,19675,B+,3.333,1
58909,201410,Fall 2014,2014-2015,Senior,21091,B+,3.333,1
58909,201420,Spring 2015,2014-2015,Senior,29510,B+,3.333,1
58909,201110,Fall 2011,2011-2012,Freshman,12881,C,2.0,1
58909,201310,Fall 2013,2013-2014,Junior,11423,C,2.0,1
58909,201120,Spring 2012,2011-2012,Freshman,25859,C+,2.333,1
58909,201210,Fall 2012,2012-2013,Sophomore,14298,C+,2.333,1
58909,201220,Spring 2013,2012-2013,Sophomore,24089,C+,2.333,1
58909,201310,Fall 2013,2013-2014,Junior,14713,C+,2.333,1
58909,201110,Fall 2011,2011-2012,Freshman,13163,S,,0
58909,201120,Spring 2012,2011-2012,Freshman,24638,S,,0
58909,201220,Spring 2013,2012-2013,Sophomore,21465,S,,0
60482,201110,Fall 2011,2011-2012,Freshman,15588,A,4.0,1
60482,201120,Spring 2012,2011-2012,Freshman,25887,A,4.0,1
60482,201210,Fall 2012,2012-2013,Sophomore,16639,A,4.0,1
60482,201220,Spring 2013,2012-2013,Sophomore,20711,A,4.0,1
60482,201310,Fall 2013,2013-2014,Junior,12841,A,4.0,1
60482,201320,Spring 2014,2013-2014,Junior,25024,A,4.0,1
60482,201320,Spring 2014,2013-2014,Junior,26508,A,4.0,1
60482,201110,Fall 2011,2011-2012,Freshman,11213,A-,3.667,1
60482,201110,Fall 2011,2011-2012,Freshman,18653,A-,3.667,1
60482,201120,Spring 2012,2011-2012,Freshman,20202,A-,3.667,1
60482,201210,Fall 2012,2012-2013,Sophomore,11268,A-,3.667,1
60482,201210,Fall 2012,2012-2013,Sophomore,11391,A-,3.667,1
60482,201210,Fall 2012,2012-2013,Sophomore,11628,A-,3.667,1
60482,201210,Fall 2012,2012-2013,Sophomore,18984,A-,3.667,1
60482,201220,Spring 2013,2012-2013,Sophomore,25829,A-,3.667,1
60482,201310,Fall 2013,2013-2014,Junior,14113,A-,3.667,1
60482,201310,Fall 2013,2013-2014,Junior,14118,A-,3.667,1
60482,201320,Spring 2014,2013-2014,Junior,24377,A-,3.667,1
60482,201320,Spring 2014,2013-2014,Junior,24616,A-,3.667,1
60482,201420,Spring 2015,2014-2015,Senior,29166,A-,3.667,1
60482,201420,Spring 2015,2014-2015,Senior,29660,A-,3.667,1
60482,201110,Fall 2011,2011-2012,Freshman,10517,B,3.0,1
60482,201120,Spring 2012,2011-2012,Freshman,21932,B,3.0,1
60482,201120,Spring 2012,2011-2012,Freshman,22147,B,3.0,1
60482,201220,Spring 2013,2012-2013,Sophomore,24522,B,3.0,1
60482,201220,Spring 2013,2012-2013,Sophomore,24551,B,3.0,1
60482,201310,Fall 2013,2013-2014,Junior,13831,B,3.0,1
60482,201310,Fall 2013,2013-2014,Junior,18546,B,3.0,1
60482,201320,Spring 2014,2013-2014,Junior,25278,B,3.0,1
60482,201410,Fall 2014,2014-2015,Senior,16727,B,3.0,1
60482,201410,Fall 2014,2014-2015,Senior,19675,B,3.0,1
60482,201410,Fall 2014,2014-2015,Senior,20336,B,3.0,1
60482,201220,Spring 2013,2012-2013,Sophomore,25366,B-,2.667,1
60482,201110,Fall 2011,2011-2012,Freshman,14271,B+,3.333,1
60482,201220,Spring 2013,2012-2013,Sophomore,27041,B+,3.333,1
60482,201310,Fall 2013,2013-2014,Junior,12474,B+,3.333,1
60482,201320,Spring 2014,2013-2014,Junior,28803,B+,3.333,1
60482,201320,Spring 2014,2013-2014,Junior,30134,B+,3.333,1
60482,201410,Fall 2014,2014-2015,Senior,19799,B+,3.333,1
60482,201420,Spring 2015,2014-2015,Senior,26967,B+,3.333,1
60482,201420,Spring 2015,2014-2015,Senior,29302,B+,3.333,1
60482,201110,Fall 2011,2011-2012,Freshman,101001001,IB,,0
60482,201110,Fall 2011,2011-2012,Freshman,101001002,IB,,0
60482,201110,Fall 2011,2011-2012,Freshman,101002003,IB,,0
60482,201110,Fall 2011,2011-2012,Freshman,101003004,IB,,0
60482,201110,Fall 2011,2011-2012,Freshman,101003005,IB,,0
60482,201110,Fall 2011,2011-2012,Freshman,13158,S,,0
60482,201120,Spring 2012,2011-2012,Freshman,24639,S,,0
61280,201220,Spring 2013,2012-2013,Sophomore,28876,A,4.0,1
61280,201120,Spring 2012,2011-2012,Freshman,24779,A-,3.667,1
61280,201210,Fall 2012,2012-2013,Sophomore,12672,A-,3.667,1
61280,201110,Fall 2011,2011-2012,Freshman,101001001,AD,,0
61280,201110,Fall 2011,2011-2012,Freshman,101002002,AD,,0
61280,201110,Fall 2011,2011-2012,Freshman,101003003,AD,,0
61280,201110,Fall 2011,2011-2012,Freshman,12913,B,3.0,1
61280,201210,Fall 2012,2012-2013,Sophomore,12074,B,3.0,1
61280,201220,Spring 2013,2012-2013,Sophomore,23169,B,3.0,1
61280,201410,Fall 2014,2014-2015,Senior,10022,B,3.0,1
61280,201110,Fall 2011,2011-2012,Freshman,12435,B-,2.667,1
61280,201120,Spring 2012,2011-2012,Freshman,21932,B-,2.667,1
61280,201120,Spring 2012,2011-2012,Freshman,25043,B-,2.667,1
61280,201210,Fall 2012,2012-2013,Sophomore,11342,B-,2.667,1
61280,201210,Fall 2012,2012-2013,Sophomore,11416,B-,2.667,1
61280,201220,Spring 2013,2012-2013,Sophomore,21448,B-,2.667,1
61280,201310,Fall 2013,2013-2014,Junior,19865,B-,2.667,1
61280,201410,Fall 2014,2014-2015,Senior,14507,B-,2.667,1
61280,201120,Spring 2012,2011-2012,Freshman,20826,B+,3.333,1
61280,201120,Spring 2012,2011-2012,Freshman,23896,C,2.0,1
61280,201210,Fall 2012,2012-2013,Sophomore,14301,C,2.0,1
61280,201220,Spring 2013,2012-2013,Sophomore,21307,C,2.0,1
61280,201310,Fall 2013,2013-2014,Junior,10909,C,2.0,1
61280,201310,Fall 2013,2013-2014,Junior,12482,C,2.0,1
61280,201320,Spring 2014,2013-2014,Junior,20216,C,2.0,1
61280,201320,Spring 2014,2013-2014,Junior,20295,C,2.0,1
61280,201410,Fall 2014,2014-2015,Senior,12058,C,2.0,1
61280,201410,Fall 2014,2014-2015,Senior,12061,C,2.0,1
61280,201110,Fall 2011,2011-2012,Freshman,12198,C-,1.667,1
61280,201310,Fall 2013,2013-2014,Junior,12867,C-,1.667,1
61280,201410,Fall 2014,2014-2015,Senior,12059,C-,1.667,1
61280,201410,Fall 2014,2014-2015,Senior,17060,C-,1.667,1
61280,201420,Spring 2015,2014-2015,Senior,21244,C-,1.667,1
61280,201420,Spring 2015,2014-2015,Senior,21584,C-,1.667,1
61280,201420,Spring 2015,2014-2015,Senior,22969,C-,1.667,1
61280,201110,Fall 2011,2011-2012,Freshman,14270,C+,2.333,1
61280,201220,Spring 2013,2012-2013,Sophomore,22550,C+,2.333,1
61280,201310,Fall 2013,2013-2014,Junior,10255,C+,2.333,1
61280,201320,Spring 2014,2013-2014,Junior,20250,C+,2.333,1
61280,201320,Spring 2014,2013-2014,Junior,20750,C+,2.333,1
61280,201420,Spring 2015,2014-2015,Senior,20922,C+,2.333,1
61280,201420,Spring 2015,2014-2015,Senior,22799,C+,2.333,1
61280,201110,Fall 2011,2011-2012,Freshman,17179,S,,0
61280,201120,Spring 2012,2011-2012,Freshman,24634,S,,0
61280,201120,Spring 2012,2011-2012,Freshman,25801,S,,0
61280,201210,Fall 2012,2012-2013,Sophomore,14075,S,,0
61280,201220,Spring 2013,2012-2013,Sophomore,30075,S,,0
61280,201110,Fall 2011,2011-2012,Freshman,13160,U,,0
63063,201210,Fall 2012,2012-2013,Sophomore,11269,A,4.0,1
63063,201320,Spring 2014,2013-2014,Junior,28674,A,4.0,1
63063,201420,Spring 2015,2014-2015,Senior,29599,A,4.0,1
63063,201110,Fall 2011,2011-2012,Freshman,18656,A-,3.667,1
63063,201120,Spring 2012,2011-2012,Freshman,20472,A-,3.667,1
63063,201120,Spring 2012,2011-2012,Freshman,25566,A-,3.667,1
63063,201210,Fall 2012,2012-2013,Sophomore,19003,A-,3.667,1
63063,201220,Spring 2013,2012-2013,Sophomore,22254,A-,3.667,1
63063,201320,Spring 2014,2013-2014,Junior,20329,A-,3.667,1
63063,201320,Spring 2014,2013-2014,Junior,22539,A-,3.667,1
63063,201410,Fall 2014,2014-2015,Senior,17012,A-,3.667,1
63063,201420,Spring 2015,2014-2015,Senior,23260,A-,3.667,1
63063,201420,Spring 2015,2014-2015,Senior,29301,A-,3.667,1
63063,201110,Fall 2011,2011-2012,Freshman,101001001,AD,,0
63063,201110,Fall 2011,2011-2012,Freshman,101002002,AD,,0
63063,201110,Fall 2011,2011-2012,Freshman,101003003,AD,,0
63063,201110,Fall 2011,2011-2012,Freshman,101004004,AD,,0
63063,201110,Fall 2011,2011-2012,Freshman,10805,B,3.0,1
63063,201110,Fall 2011,2011-2012,Freshman,14270,B,3.0,1
63063,201120,Spring 2012,2011-2012,Freshman,24030,B,3.0,1
63063,201210,Fall 2012,2012-2013,Sophomore,11342,B,3.0,1
63063,201210,Fall 2012,2012-2013,Sophomore,13106,B,3.0,1
63063,201220,Spring 2013,2012-2013,Sophomore,20166,B,3.0,1
63063,201310,Fall 2013,2013-2014,Junior,13229,B,3.0,1
63063,201410,Fall 2014,2014-2015,Senior,14031,B,3.0,1
63063,201420,Spring 2015,2014-2015,Senior,22149,B,3.0,1
63063,201120,Spring 2012,2011-2012,Freshman,29479,B-,2.667,1
63063,201220,Spring 2013,2012-2013,Sophomore,20142,B-,2.667,1
63063,201220,Spring 2013,2012-2013,Sophomore,23054,B-,2.667,1
63063,201320,Spring 2014,2013-2014,Junior,20280,B-,2.667,1
63063,201110,Fall 2011,2011-2012,Freshman,12903,B+,3.333,1
63063,201210,Fall 2012,2012-2013,Sophomore,12546,B+,3.333,1
63063,201210,Fall 2012,2012-2013,Sophomore,16076,B+,3.333,1
63063,201220,Spring 2013,2012-2013,Sophomore,24550,B+,3.333,1
63063,201220,Spring 2013,2012-2013,Sophomore,28753,B+,3.333,1
63063,201310,Fall 2013,2013-2014,Junior,13231,B+,3.333,1
63063,201310,Fall 2013,2013-2014,Junior,13233,B+,3.333,1
63063,201310,Fall 2013,2013-2014,Junior,13260,B+,3.333,1
63063,201310,Fall 2013,2013-2014,Junior,21033,B+,3.333,1
63063,201320,Spring 2014,2013-2014,Junior,22927,B+,3.333,1
63063,201410,Fall 2014,2014-2015,Senior,12342,B+,3.333,1
63063,201410,Fall 2014,2014-2015,Senior,13843,B+,3.333,1
63063,201410,Fall 2014,2014-2015,Senior,20745,B+,3.333,1
63063,201110,Fall 2011,2011-2012,Freshman,15156,C,2.0,1
